151572-N	["114019-N", "117905-N", "116683-N"]
7967-N	["109299-N", "8138-N"]
112612-N	["109299-N", "8138-N"]
131818-N	["109299-N", "131821-N", "131820-N", "8138-N"]
4491-N	["7963-N", "139570-N"]
4491-N	["143181-N", "514-N"]
151661-N	["143181-N", "514-N"]
3597-N	["2550-N", "121378-N", "130938-N"]
2990-N	["142362-N", "2499-N", "3675-N"]
147622-N	["142362-N", "3675-N"]
127135-N	["119150-N", "118771-N", "118773-N", "111216-N"]
127135-N	["123531-N", "120739-N"]
113121-N	["106504-N", "144387-N"]
113121-N	["107404-N", "128916-N"]
152718-N	["107404-N", "128916-N"]
152718-N	["111022-N", "148625-N", "144387-N"]
138805-N	["138807-N", "1618-N", "138804-N"]
138806-N	["138807-N", "1618-N", "138804-N"]
118571-N	["106548-N", "110479-N"]
111274-N	["106548-N", "110479-N"]
111274-N	["110474-N", "114934-N"]
111274-N	["111260-N", "106504-N"]
120250-N	["106548-N", "110479-N"]
120250-N	["106556-N", "106494-N", "106493-N"]
120250-N	["110474-N", "114934-N"]
121366-N	["106548-N", "110479-N"]
121366-N	["120363-N", "126176-N"]
126685-N	["106548-N", "110479-N"]
128366-N	["106548-N", "110479-N"]
128366-N	["111260-N", "106504-N", "146664-N"]
131388-N	["106548-N", "110479-N"]
133363-N	["106548-N", "110479-N"]
133754-N	["106548-N", "110479-N"]
133754-N	["106504-N", "113119-N"]
137715-N	["106548-N", "110479-N"]
137715-N	["137260-N", "127475-N", "122242-N"]
137715-N	["106504-N", "106698-N"]
147952-N	["106548-N", "110479-N"]
120966-N	["106548-N", "110479-N"]
120966-N	["127475-N", "122242-N"]
120966-N	["106714-N", "119132-N"]
4890-N	["6391-N", "107217-N", "107131-N", "132522-N", "108698-N"]
115707-N	["989-N", "7757-N"]
115707-N	["107217-N", "107131-N"]
115707-N	["5646-N", "62-N"]
5335-N	["110894-N", "121222-N"]
5335-N	["2030-N", "135045-N"]
5335-N	["115032-N", "111944-N"]
126251-N	["131129-N", "110888-N", "127475-N", "122242-N"]
126251-N	["115032-N", "111944-N"]
142400-N	["110894-N", "131407-N", "127475-N"]
142400-N	["115751-N", "116112-N", "115033-N", "132922-N"]
142400-N	["115032-N", "111944-N"]
133812-N	["120319-N", "116296-N"]
133812-N	["488-N", "74-N"]
7696-N	["106573-N", "113805-N", "8127-N"]
133312-N	["106573-N", "8127-N"]
137025-N	["106573-N", "8127-N"]
146547-N	["7369-N", "106573-N", "8127-N"]
4796-N	["119125-N", "106639-N"]
124412-N	["119125-N", "106639-N"]
133637-N	["119125-N", "106639-N"]
139673-N	["119125-N", "106639-N"]
153192-N	["119125-N", "106639-N"]
141067-N	["143954-N", "2715-N"]
108784-N	["121266-N", "108951-N", "108783-N"]
108784-N	["119810-N", "118855-N"]
135656-N	["121266-N", "108951-N", "108783-N"]
106743-N	["106732-N", "139147-N"]
106744-N	["106732-N", "139147-N"]
106754-N	["106732-N", "139147-N"]
5171-N	["1252-N", "132381-N"]
5171-N	["143580-N", "106555-N", "146277-N", "137977-N", "1320-N"]
5171-N	["2105-N", "2070-N", "1730-N"]
148665-N	["106945-N", "110023-N"]
148665-N	["150349-N", "9573-N"]
123880-N	["107093-N", "123878-N"]
123880-N	["113114-N", "107520-N"]
145875-N	["113114-N", "107520-N"]
152959-N	["145767-N", "123477-N"]
115538-N	["107410-N", "107416-N"]
116188-N	["107410-N", "107416-N"]
116188-N	["106493-N", "111853-N"]
120750-N	["107410-N", "107416-N"]
130183-N	["107412-N", "107410-N", "107416-N"]
134816-N	["116770-N", "132097-N"]
134158-N	["119124-N", "115140-N", "118698-N"]
134158-N	["150306-N", "131645-N"]
149839-N	["131645-N", "150306-N"]
136528-N	["8056-N", "2059-N"]
126852-N	["3471-N", "3470-N", "1068-N"]
126852-N	["115610-N", "137243-N"]
6997-N	["152542-N", "134909-N", "147133-N", "106554-N"]
6997-N	["1447-N", "145943-N", "1580-N"]
111548-N	["117826-N", "111436-N", "111435-N"]
111548-N	["106534-N", "109109-N"]
111548-N	["106626-N", "111554-N", "106493-N", "116549-N"]
111552-N	["117826-N", "111436-N", "111435-N"]
111552-N	["106534-N", "109109-N", "111554-N", "5731-N"]
115055-N	["106534-N", "109109-N"]
115700-N	["106534-N", "109109-N"]
6476-N	["6907-N", "144937-N", "3230-N", "147162-N"]
6476-N	["2149-N", "2453-N"]
8444-N	["613-N", "152901-N", "140126-N", "2149-N", "2453-N"]
119392-N	["119391-N", "125365-N"]
119393-N	["118563-N", "118146-N", "118141-N"]
119393-N	["125365-N", "119391-N"]
124543-N	["134618-N", "107002-N", "109444-N", "112763-N", "106631-N", "106632-N"]
108477-N	["108179-N", "1457-N"]
136332-N	["108179-N", "1457-N"]
134294-N	["124618-N", "119174-N"]
134294-N	["131380-N", "106559-N"]
109646-N	["5051-N", "5192-N", "108155-N"]
9140-N	["129982-N", "1231-N", "2561-N"]
9140-N	["146530-N", "3675-N", "112369-N", "552-N", "2008-N"]
138623-N	["137450-N", "106935-N"]
126254-N	["137785-N", "107441-N", "113005-N"]
126254-N	["107239-N", "107240-N", "107241-N"]
2577-N	["2428-N", "3190-N", "4208-N", "720-N", "411-N"]
141636-N	["109835-N", "107583-N", "106513-N"]
141636-N	["4208-N", "3190-N", "411-N"]
143973-N	["3190-N", "4208-N", "411-N"]
1833-N	["122047-N", "4714-N"]
1835-N	["122047-N", "4714-N"]
109092-N	["106557-N", "106493-N"]
109165-N	["106557-N", "106493-N"]
110049-N	["106557-N", "106493-N"]
111487-N	["106557-N", "106493-N"]
111492-N	["106557-N", "106493-N"]
111651-N	["106557-N", "106493-N"]
116587-N	["106557-N", "106493-N"]
116853-N	["106557-N", "106493-N"]
117154-N	["106557-N", "106493-N"]
117545-N	["106557-N", "106493-N"]
117545-N	["110808-N", "110790-N"]
118673-N	["106557-N", "106493-N"]
120089-N	["120090-N", "106698-N", "111594-N"]
120089-N	["106557-N", "106493-N"]
120674-N	["106557-N", "106493-N"]
120674-N	["109175-N", "107707-N"]
125093-N	["106494-N", "107441-N", "125092-N"]
125093-N	["106557-N", "106493-N"]
131234-N	["106557-N", "106493-N"]
134447-N	["111596-N", "111047-N", "106888-N"]
134447-N	["106557-N", "106495-N", "106493-N"]
143731-N	["106557-N", "106493-N"]
151260-N	["106638-N", "111594-N"]
151260-N	["106557-N", "106493-N"]
109402-N	["143440-N", "143441-N"]
109402-N	["107072-N", "107071-N"]
124317-N	["10081-N", "1932-N", "6721-N"]
147927-N	["10081-N", "1932-N", "6721-N"]
100242-N	["107560-N", "3484-N"]
100819-N	["107560-N", "3484-N"]
100978-N	["107560-N", "3484-N"]
101081-N	["107560-N", "3484-N"]
101091-N	["107560-N", "3484-N"]
102748-N	["107560-N", "3484-N"]
103784-N	["107560-N", "3484-N"]
105246-N	["107560-N", "3484-N"]
105253-N	["107560-N", "3484-N"]
105321-N	["107560-N", "3484-N"]
106280-N	["107560-N", "3484-N"]
107636-N	["141139-N", "4928-N", "107560-N", "3484-N"]
128890-N	["107560-N", "3484-N"]
131714-N	["107560-N", "3484-N"]
136463-N	["107560-N", "3484-N"]
150116-N	["107560-N", "3484-N"]
120215-N	["107401-N", "107309-N"]
125122-N	["107401-N", "107309-N"]
126106-N	["107401-N", "107309-N"]
126520-N	["107401-N", "107309-N"]
9465-N	["9464-N", "1047-N"]
122099-N	["129069-N", "139862-N", "132681-N", "106319-N"]
122099-N	["122100-N", "2149-N"]
111539-N	["122141-N", "153217-N"]
142238-N	["558-N", "849-N", "142207-N"]
142238-N	["107592-N", "7387-N"]
136668-N	["4542-N", "8514-N", "1045-N"]
107993-N	["6878-N", "326-N"]
107993-N	["4789-N", "6862-N"]
107993-N	["4681-N", "348-N"]
108482-N	["6878-N", "326-N"]
108482-N	["4789-N", "144172-N"]
108482-N	["4681-N", "348-N"]
118660-N	["4681-N", "348-N"]
144181-N	["107871-N", "106554-N"]
144181-N	["4681-N", "348-N"]
144183-N	["6878-N", "326-N"]
144183-N	["107867-N", "4789-N"]
144183-N	["4681-N", "348-N"]
144184-N	["107871-N", "106554-N"]
144184-N	["4681-N", "348-N"]
144191-N	["107871-N", "106554-N"]
144191-N	["4681-N", "348-N"]
144194-N	["107871-N", "106554-N"]
144194-N	["4681-N", "348-N"]
144207-N	["107871-N", "106554-N"]
144207-N	["4681-N", "348-N"]
144216-N	["107871-N", "106554-N"]
144216-N	["4681-N", "348-N"]
144232-N	["4681-N", "348-N"]
144232-N	["133213-N", "150414-N"]
120656-N	["106924-N", "118964-N", "118179-N", "110242-N", "119918-N", "118965-N"]
145545-N	["141501-N", "136731-N", "7416-N"]
151975-N	["3240-N", "124586-N", "146980-N", "112270-N"]
101703-N	["8247-N", "136786-N", "242-N", "134530-N", "100066-N"]
101705-N	["134530-N", "136786-N"]
101707-N	["134530-N", "136786-N"]
101708-N	["134530-N", "136786-N"]
101709-N	["134530-N", "136786-N"]
7154-N	["136183-N", "6527-N"]
8225-N	["138467-N", "136183-N", "129475-N", "6527-N"]
129485-N	["792-N", "136183-N", "6527-N", "135528-N"]
153573-N	["136183-N", "6527-N"]
109390-N	["110789-N", "109383-N", "152286-N"]
109393-N	["110789-N", "109383-N", "152286-N"]
110111-N	["110789-N", "109383-N", "152286-N"]
110839-N	["110789-N", "109383-N", "152286-N"]
110944-N	["110789-N", "109383-N", "152286-N"]
3515-N	["2244-N", "150976-N"]
139490-N	["150915-N", "143397-N", "456-N", "149253-N"]
139490-N	["124206-N", "2047-N", "143988-N"]
139490-N	["2244-N", "150976-N"]
119806-N	["120444-N", "118989-N", "118777-N"]
119806-N	["119397-N", "119286-N"]
107791-N	["965-N", "4339-N", "144172-N"]
107941-N	["965-N", "4789-N", "6862-N", "144172-N"]
107985-N	["965-N", "4789-N", "144172-N"]
108000-N	["965-N", "6883-N", "144172-N"]
108041-N	["4975-N", "965-N", "7111-N", "144172-N"]
108201-N	["965-N", "4789-N", "6883-N", "144172-N"]
108310-N	["965-N", "4789-N", "144172-N"]
108313-N	["121680-N", "988-N", "6883-N", "6104-N", "144172-N", "965-N", "4339-N"]
108339-N	["965-N", "4789-N", "144172-N"]
108371-N	["965-N", "4339-N", "6883-N", "144172-N"]
108471-N	["965-N", "4789-N", "144172-N"]
108507-N	["107867-N", "965-N", "4789-N", "144172-N"]
108752-N	["6883-N", "6862-N", "4789-N", "144172-N", "965-N"]
108758-N	["965-N", "4789-N", "144172-N"]
109461-N	["988-N", "6104-N", "144172-N", "965-N", "4339-N"]
109491-N	["965-N", "4339-N", "144172-N"]
109507-N	["965-N", "4789-N", "6862-N", "144172-N"]
109692-N	["6883-N", "6862-N", "4789-N", "144172-N", "965-N"]
109692-N	["6893-N", "4057-N", "124081-N"]
109694-N	["107867-N", "965-N", "4789-N", "144172-N"]
110382-N	["4789-N", "144172-N", "965-N", "4339-N", "115372-N"]
110382-N	["6893-N", "4057-N", "124081-N"]
111078-N	["107867-N", "965-N", "4789-N", "144172-N"]
113467-N	["965-N", "4789-N", "144172-N"]
113753-N	["121680-N", "124052-N", "6883-N", "144172-N", "965-N"]
116509-N	["965-N", "4789-N", "144172-N"]
124178-N	["107867-N", "965-N", "4789-N", "144172-N"]
129040-N	["965-N", "6883-N", "144172-N"]
142329-N	["107867-N", "965-N", "4789-N", "144172-N"]
3755-N	["106560-N", "6951-N", "149108-N"]
3755-N	["124282-N", "106561-N"]
4379-N	["124282-N", "106561-N"]
125290-N	["124282-N", "106561-N"]
146725-N	["124282-N", "106561-N"]
3408-N	["3269-N", "106832-N", "139676-N", "106782-N"]
114489-N	["3269-N", "106782-N"]
114909-N	["3269-N", "106782-N"]
116089-N	["3269-N", "106782-N"]
117642-N	["3269-N", "106782-N"]
127282-N	["3269-N", "106782-N"]
147526-N	["3269-N", "106782-N"]
120296-N	["118041-N", "106665-N"]
5100-N	["152520-N", "6854-N", "6555-N"]
5100-N	["106504-N", "5210-N"]
8587-N	["110447-N", "113218-N", "106495-N"]
8587-N	["1453-N", "540-N"]
4089-N	["6079-N", "2820-N"]
4089-N	["146201-N", "146136-N"]
4834-N	["6079-N", "2820-N"]
149187-N	["6079-N", "2820-N"]
972-N	["73-N", "149307-N"]
972-N	["549-N", "121338-N", "550-N"]
972-N	["4579-N", "3114-N"]
6197-N	["135549-N", "4910-N", "467-N"]
6197-N	["147446-N", "135041-N"]
107909-N	["6045-N", "107911-N"]
107909-N	["146314-N", "146209-N"]
142123-N	["6045-N", "107911-N"]
142123-N	["146314-N", "146209-N"]
118823-N	["119640-N", "115387-N"]
118823-N	["150737-N", "150495-N", "118822-N"]
118823-N	["106760-N", "119283-N"]
6032-N	["107194-N", "106554-N", "111705-N"]
6032-N	["5900-N", "56-N"]
123350-N	["107194-N", "106554-N", "111705-N"]
123350-N	["61-N", "2493-N", "133879-N"]
123350-N	["132393-N", "56-N"]
148534-N	["107072-N", "126573-N"]
148535-N	["107072-N", "126573-N"]
148538-N	["107072-N", "126573-N"]
148546-N	["107072-N", "126573-N"]
107935-N	["9357-N", "5349-N", "9355-N"]
108033-N	["9357-N", "5349-N", "9355-N"]
108374-N	["9357-N", "5349-N", "9355-N"]
108567-N	["9357-N", "5349-N", "9355-N"]
112859-N	["9357-N", "5349-N", "9355-N"]
132231-N	["111216-N", "119745-N", "119746-N", "119548-N"]
132231-N	["149363-N", "120138-N"]
143526-N	["8206-N", "8203-N"]
143526-N	["149363-N", "120138-N"]
109263-N	["146197-N", "6103-N", "107039-N"]
112212-N	["146197-N", "6103-N", "107039-N"]
138249-N	["8218-N", "2173-N"]
138249-N	["146197-N", "6103-N", "107039-N"]
101378-N	["207-N", "136796-N", "242-N", "134530-N", "590-N"]
102104-N	["8247-N", "136796-N", "242-N", "134530-N", "100066-N"]
102106-N	["134530-N", "136796-N"]
102108-N	["134530-N", "136796-N"]
102112-N	["134530-N", "136796-N"]
102113-N	["134530-N", "136796-N"]
105731-N	["134530-N", "136796-N"]
105734-N	["134530-N", "136796-N"]
128443-N	["115932-N", "106678-N"]
128443-N	["123840-N", "150230-N"]
139339-N	["115932-N", "106678-N"]
145517-N	["115932-N", "106678-N"]
3378-N	["8603-N", "106531-N"]
3378-N	["106485-N", "118698-N"]
125161-N	["118780-N", "3977-N", "106597-N"]
845-N	["141097-N", "130030-N", "107583-N", "2116-N"]
1215-N	["122085-N", "122084-N"]
1215-N	["130030-N", "2116-N", "107583-N"]
1238-N	["130030-N", "2116-N", "1759-N", "107583-N"]
2114-N	["119278-N", "119280-N"]
2114-N	["149444-N", "130030-N", "2116-N", "7072-N", "107583-N"]
5187-N	["130030-N", "2116-N", "107583-N"]
6171-N	["122085-N", "122084-N"]
6171-N	["130030-N", "2116-N", "107583-N"]
6258-N	["122085-N", "122084-N"]
6258-N	["130030-N", "152724-N", "2116-N", "107583-N"]
6984-N	["130030-N", "2116-N", "107583-N"]
129976-N	["130030-N", "2116-N", "107583-N"]
134334-N	["130030-N", "2116-N", "107583-N"]
149762-N	["130030-N", "2116-N", "107583-N"]
150517-N	["130030-N", "2116-N", "107583-N"]
2332-N	["5916-N", "106472-N", "2333-N"]
3936-N	["107087-N", "107-N"]
125441-N	["118786-N", "118371-N"]
125441-N	["119297-N", "125442-N"]
1493-N	["106720-N", "1495-N", "106723-N"]
8826-N	["106495-N", "106493-N"]
8826-N	["146401-N", "146166-N"]
111843-N	["3038-N", "106558-N", "111844-N"]
111843-N	["106495-N", "106493-N"]
113006-N	["106495-N", "106493-N"]
114521-N	["106495-N", "106493-N"]
120612-N	["106495-N", "106493-N"]
122000-N	["106495-N", "106493-N"]
123450-N	["111963-N", "111192-N"]
123450-N	["106495-N", "106493-N"]
123450-N	["109705-N", "123449-N", "111983-N"]
128274-N	["106495-N", "106493-N"]
130508-N	["106495-N", "106493-N"]
151295-N	["106495-N", "106493-N"]
116457-N	["7317-N", "2523-N", "114480-N"]
108655-N	["107818-N", "107784-N"]
151615-N	["107818-N", "107784-N"]
108777-N	["1256-N", "4228-N", "108612-N", "108613-N"]
125873-N	["1256-N", "4228-N", "108612-N", "108613-N"]
121922-N	["2839-N", "123325-N", "7093-N", "4309-N"]
116494-N	["151817-N", "131929-N"]
9788-N	["106555-N", "134084-N"]
9788-N	["2653-N", "143440-N"]
126879-N	["2653-N", "143440-N"]
126879-N	["106555-N", "5951-N", "2100-N"]
137155-N	["106554-N", "109250-N"]
137155-N	["2653-N", "143440-N"]
139866-N	["121685-N", "2653-N", "143440-N", "139865-N"]
148504-N	["111092-N", "106553-N"]
148504-N	["2653-N", "143440-N"]
132243-N	["115923-N", "106852-N"]
128350-N	["106554-N", "136386-N", "152583-N"]
8956-N	["963-N", "141894-N", "143552-N"]
108058-N	["963-N", "141894-N", "143552-N"]
134699-N	["145929-N", "963-N", "141894-N", "143552-N", "5681-N"]
4984-N	["108527-N", "117159-N", "8218-N", "4503-N"]
6988-N	["108527-N", "8218-N", "4503-N"]
119673-N	["119425-N", "119423-N"]
119673-N	["106647-N", "118203-N"]
119882-N	["119425-N", "119423-N"]
124495-N	["119425-N", "119423-N"]
135865-N	["119425-N", "119423-N"]
117757-N	["117756-N", "117759-N"]
117758-N	["2498-N", "128562-N"]
117758-N	["117756-N", "117759-N"]
149491-N	["2498-N", "106553-N", "131272-N", "130019-N"]
149491-N	["117756-N", "117759-N"]
123360-N	["106703-N", "138237-N"]
149870-N	["106703-N", "138237-N"]
4340-N	["121004-N", "145527-N"]
4340-N	["135738-N", "3844-N"]
147453-N	["121004-N", "145527-N"]
147453-N	["106938-N", "110751-N", "110720-N"]
8815-N	["7441-N", "2525-N", "3405-N", "107091-N", "4163-N", "4161-N"]
7810-N	["149184-N", "6811-N", "7635-N", "3381-N"]
120357-N	["120225-N", "119560-N"]
137468-N	["118739-N", "119034-N"]
137468-N	["120225-N", "119598-N", "119560-N"]
121853-N	["123683-N", "145112-N"]
115253-N	["115254-N", "107257-N"]
133661-N	["118640-N", "118639-N"]
133661-N	["126984-N", "117094-N"]
130669-N	["123361-N", "153471-N"]
130669-N	["106762-N", "121261-N", "106731-N"]
130669-N	["106629-N", "130670-N"]
147644-N	["106818-N", "124129-N", "6521-N"]
147644-N	["145345-N", "2602-N"]
129060-N	["132890-N", "757-N", "2452-N"]
130930-N	["880-N", "2149-N", "8515-N", "4069-N"]
130930-N	["132890-N", "757-N", "2452-N"]
134696-N	["132890-N", "757-N", "2452-N"]
138120-N	["152714-N", "138118-N", "2452-N", "6907-N", "3231-N", "757-N", "132890-N"]
145894-N	["132890-N", "757-N", "2452-N"]
101352-N	["8247-N", "136781-N", "242-N", "134530-N", "100066-N"]
101354-N	["134530-N", "136781-N"]
101355-N	["134530-N", "136781-N"]
101361-N	["134530-N", "136781-N"]
101363-N	["134530-N", "136781-N"]
101364-N	["134530-N", "136781-N"]
105711-N	["134530-N", "136781-N"]
105713-N	["134530-N", "136781-N"]
105714-N	["134530-N", "136781-N"]
143677-N	["143678-N", "151610-N"]
9194-N	["1010-N", "950-N"]
9194-N	["114273-N", "121731-N", "3675-N"]
146030-N	["114273-N", "121731-N", "3675-N"]
7467-N	["154577-N", "4513-N"]
152239-N	["510-N", "154577-N", "4513-N", "7951-N"]
145040-N	["124282-N", "135527-N"]
3373-N	["3949-N", "131268-N", "154394-N", "4658-N"]
7105-N	["3949-N", "131268-N", "154394-N", "4658-N"]
120517-N	["106876-N", "112933-N", "107137-N"]
8765-N	["126920-N", "935-N"]
109181-N	["126920-N", "9845-N", "935-N"]
109847-N	["126920-N", "935-N"]
109847-N	["128320-N", "120974-N", "107807-N"]
112673-N	["144174-N", "107861-N"]
112673-N	["126920-N", "935-N"]
125844-N	["126920-N", "935-N"]
126343-N	["126920-N", "935-N"]
126517-N	["126920-N", "935-N"]
136355-N	["126920-N", "935-N"]
111019-N	["110908-N", "108870-N"]
111027-N	["110908-N", "108870-N"]
111874-N	["110908-N", "108870-N"]
116725-N	["110908-N", "108870-N"]
120790-N	["110908-N", "108870-N"]
125807-N	["110908-N", "108870-N"]
125835-N	["111021-N", "110908-N", "108870-N"]
129242-N	["110908-N", "108870-N"]
129242-N	["120734-N", "111998-N"]
