word	synsets
объездка::лошади_NOUN	["106817-N", "114819-N"]
озадаченность_NOUN	["119391-N", "125365-N"]
денвер_NOUN	["138831-N", "242-N", "8247-N"]
муторность_NOUN	["111133-N", "116683-N"]
пиксель_NOUN	["107573-N", "141728-N"]
поза::йоги_NOUN	["106452-N", "151725-N"]
реакция::манту_NOUN	["1062-N", "1063-N", "149151-N"]
литературный::сентиментализм_NOUN	["108333-N", "135187-N"]
карачаевка_NOUN	["100046-N", "106131-N", "106147-N", "106148-N", "7739-N"]
радиатор::автомобиля_NOUN	["106553-N", "106555-N", "1320-N", "146395-N"]
обвальное::снижение_NOUN	["110893-N", "125843-N", "144032-N", "2153-N", "8529-N"]
флюгер_NOUN	["10046-N", "2489-N"]
подброска_NOUN	["111668-N", "111983-N"]
подлет_NOUN	["111594-N", "111978-N"]
отслаивание_NOUN	["107409-N", "107410-N", "107417-N", "108870-N"]
дата::рождения_NOUN	["106722-N", "114433-N"]
комплимент_NOUN	["107126-N", "107127-N"]
строгач_NOUN	["1847-N", "3694-N", "3697-N"]
клавиша_NOUN	["107309-N", "111269-N"]
дерматология_NOUN	["1047-N", "8975-N"]
город::пахтакор_NOUN	["123680-N", "145516-N", "242-N"]
обращение::в::ислам_NOUN	["146983-N", "146984-N"]
любитель::собак_NOUN	["110091-N", "150555-N"]
пейзажист_NOUN	["113185-N", "1416-N"]
мочало_NOUN	["108670-N", "133053-N"]
душевный::тонус_NOUN	["106564-N", "133556-N"]
кнопка::переключения_NOUN	["125927-N", "131921-N"]
прокладка::газовых::сетей_NOUN	["129756-N", "153713-N"]
поблажка_NOUN	["106647-N", "133719-N"]
воспитанник::детского::дома_NOUN	["126038-N", "133712-N", "152714-N", "2196-N"]
сокращение::штатной::численности_NOUN	["133994-N", "888-N"]
авторазгрузчик_NOUN	["2318-N", "2320-N"]
опьянение_NOUN	["106651-N", "106968-N", "107254-N"]
узор::елочка_NOUN	["107987-N", "151527-N"]
защита::от::радиации_NOUN	["106595-N", "106597-N"]
с::каменным::видом_NOUN	["107545-N", "112037-N"]
избирательный::ящик_NOUN	["107038-N", "107051-N"]
кировская::область_NOUN	["2637-N", "2640-N"]
валка::леса_NOUN	["125871-N", "3944-N", "991-N"]
рублевое::исчисление_NOUN	["1338-N", "566-N"]
доведение::до::ума_NOUN	["112145-N", "114999-N"]
колесо::обозрения_NOUN	["106555-N", "121747-N", "152346-N"]
кабачок_NOUN	["143519-N", "6878-N"]
командир::роты_NOUN	["106606-N", "112315-N", "812-N"]
люлька_NOUN	["107218-N", "2525-N"]
запивание_NOUN	["106932-N", "106933-N"]
англиканская::церковь_NOUN	["1123-N", "1150-N", "138151-N"]
лебедка_NOUN	["107861-N", "144174-N"]
материал::дуб_NOUN	["141925-N", "989-N"]
штат::миссисипи_NOUN	["100029-N", "143381-N"]
хохломская::роспись_NOUN	["112878-N", "129983-N", "130059-N", "1451-N", "2154-N", "9192-N"]
козерог_NOUN	["125313-N", "125315-N", "125328-N"]
балансировка::частей_NOUN	["106490-N", "129710-N"]
фантазия_NOUN	["106766-N", "148416-N"]
пуанты_NOUN	["1255-N", "8212-N"]
центральный::федеральный::округ_NOUN	["134148-N", "134310-N"]
электронный::фильтр_NOUN	["149201-N", "2070-N"]
склад::личности_NOUN	["106769-N", "137395-N"]
архивирование_NOUN	["106819-N", "115759-N"]
радиус::действия_NOUN	["106757-N", "136411-N"]
некомплект_NOUN	["106515-N", "107498-N"]
вроцлав_NOUN	["123680-N", "145516-N", "242-N"]
лоцман_NOUN	["2550-N", "4993-N"]
регламент::выступления_NOUN	["106450-N", "106489-N", "113258-N"]
черепная::коробка_NOUN	["109221-N", "7281-N"]
погранпункт_NOUN	["117676-N", "4733-N"]
рукав::для::подачи_NOUN	["109250-N", "109272-N"]
халтурка_NOUN	["113796-N", "116538-N"]
грузовая::платформа_NOUN	["133841-N", "229-N", "2313-N", "7134-N"]
телеорганизация_NOUN	["1375-N", "847-N"]
представительность_NOUN	["106775-N", "114651-N", "119261-N", "139366-N"]
роза_NOUN	["144172-N", "4339-N", "965-N"]
распущенность_NOUN	["106924-N", "119210-N"]
ослиное::упрямство_NOUN	["106882-N", "110435-N", "114426-N"]
торф_NOUN	["109627-N", "133238-N", "142-N"]
личинка::лягушки_NOUN	["108087-N", "121261-N", "144174-N"]
дальнемагистральный::самолет_NOUN	["137876-N", "142555-N", "212-N"]
шпалопродукция_NOUN	["107233-N", "117759-N"]
коммуналка_NOUN	["478-N", "481-N"]
горная::шахта_NOUN	["107511-N", "153218-N", "3405-N", "3784-N"]
дорогой::ценой_NOUN	["112933-N", "112934-N"]
детская::спортивная::школа_NOUN	["134818-N", "143485-N"]
ангарск_NOUN	["134529-N", "134530-N"]
снегоболотоходный::транспорт_NOUN	["154-N", "4029-N"]
модульное::устройство_NOUN	["106555-N", "106672-N", "107496-N"]
лифтерша_NOUN	["110125-N", "110149-N", "129158-N", "136525-N", "2550-N", "8579-N"]
прииск_NOUN	["143307-N", "528-N"]
критические::дни_NOUN	["110869-N", "5992-N"]
ревность_NOUN	["106647-N", "148420-N"]
массажный::кабинет_NOUN	["106573-N", "114714-N", "2983-N"]
встреча::тет-а-тет_NOUN	["119037-N", "128677-N"]
киль_NOUN	["107233-N", "117759-N"]
райсуд_NOUN	["124038-N", "134987-N", "145115-N", "661-N", "7805-N", "7806-N"]
отправление::телеграммы_NOUN	["106542-N", "106876-N"]
таксомоторное::предприятие_NOUN	["141013-N", "157-N", "168-N", "525-N"]
юрьев-польской_NOUN	["134530-N", "136764-N"]
косуля_NOUN	["108007-N", "936-N"]
выпуск_NOUN	["110801-N", "116817-N"]
дезактивационная::работа_NOUN	["4661-N", "6444-N", "7357-N"]
полвека_NOUN	["106720-N", "106723-N"]
аппетитные::формы_NOUN	["114651-N", "139366-N"]
шпиль_NOUN	["106554-N", "107233-N"]
акселерометр_NOUN	["2489-N", "2754-N", "3648-N"]
свиной::шпик_NOUN	["108354-N", "134707-N", "2008-N"]
перекоп_NOUN	["107510-N", "133692-N", "7166-N"]
автотюнинг_NOUN	["1250-N", "135413-N", "2876-N"]
вольнодумие_NOUN	["106470-N", "119563-N"]
береговой::маяк_NOUN	["5383-N", "5757-N"]
лазарет::воинской::части_NOUN	["1038-N", "3964-N", "777-N"]
авиаконструктор_NOUN	["2391-N", "2393-N"]
метание::диска_NOUN	["111022-N", "112585-N"]
набор::актеров_NOUN	["115487-N", "6521-N"]
линейный::корабль_NOUN	["209-N", "6615-N"]
экономичность_NOUN	["119150-N", "119280-N"]
амплитуда::колебаний_NOUN	["106515-N", "106769-N", "106841-N"]
иммунный::механизм_NOUN	["106580-N", "145815-N"]
полушубок_NOUN	["108154-N", "5051-N"]
берлинка_NOUN	["105336-N", "106094-N", "106128-N", "132681-N", "139862-N", "369-N", "4773-N", "589-N"]
подпоясывание_NOUN	["116677-N", "118758-N"]
диванный::валик_NOUN	["134909-N", "7995-N"]
печь::свч_NOUN	["145060-N", "510-N"]
человеческое::мышление_NOUN	["106765-N", "106766-N"]
столица::анголы_NOUN	["151357-N", "242-N", "3208-N"]
лисичка_NOUN	["107860-N", "142326-N", "368-N", "4319-N"]
капитализация_NOUN	["1317-N", "135045-N"]
гарантия::на::товар_NOUN	["106445-N", "150684-N"]
умышленный::поджог_NOUN	["4271-N", "4894-N", "637-N", "7325-N"]
интуиция_NOUN	["106915-N", "150230-N"]
собачница_NOUN	["110091-N", "150555-N"]
академик::академии::наук_NOUN	["2147-N", "9753-N"]
обычная::колея_NOUN	["118218-N", "118598-N"]
приборная::панель_NOUN	["149201-N", "510-N"]
валка_NOUN	["112535-N", "127466-N"]
межа::участка_NOUN	["106582-N", "673-N"]
конверсионное::мероприятие_NOUN	["133994-N", "137766-N", "601-N", "833-N"]
линейно-кабельное::сооружение_NOUN	["1015-N", "143536-N"]
аргентинец_NOUN	["100046-N", "139862-N"]
внутрипартийная::борьба_NOUN	["106702-N", "131954-N", "6646-N", "8089-N"]
всесторонность_NOUN	["106760-N", "119283-N"]
нефтепромысел_NOUN	["3503-N", "80-N"]
душевная::пустота_NOUN	["106565-N", "133556-N"]
передислокация::военных_NOUN	["130850-N", "137531-N", "154251-N"]
арахис_NOUN	["107871-N", "144341-N", "6879-N"]
достижимость_NOUN	["106775-N", "118739-N"]
утрясание_NOUN	["107489-N", "137751-N"]
хошимин_NOUN	["207-N", "242-N", "590-N"]
сотрудник::таможенного::управления_NOUN	["134854-N", "2551-N", "3361-N", "6527-N"]
водный::туризм_NOUN	["138656-N", "1633-N", "8138-N"]
флексия_NOUN	["113860-N", "124077-N"]
в::питер_NOUN	["242-N", "2637-N", "9923-N"]
прослойка_NOUN	["110813-N", "111892-N"]
трудоустройство_NOUN	["4469-N", "7656-N"]
премия::по::итогам::работы_NOUN	["6531-N", "6906-N", "891-N"]
высвобождение::рабочей::силы_NOUN	["154294-N", "868-N"]
солирование_NOUN	["110440-N", "112022-N", "112564-N", "144511-N", "148796-N"]
бордовый::цвет_NOUN	["109437-N", "141887-N"]
крепежная::шайба_NOUN	["106553-N", "106554-N", "107630-N", "466-N", "5464-N"]
дальневосточный::район_NOUN	["100076-N", "105349-N", "141816-N"]
дешифровальные::работы_NOUN	["106709-N", "136573-N"]
трубка_NOUN	["144127-N", "2563-N"]
сольная::программа_NOUN	["110440-N", "112022-N", "112564-N", "144511-N", "148796-N"]
сунжа_NOUN	["100022-N", "100079-N", "152701-N"]
священность_NOUN	["106789-N", "112920-N"]
высший::суд_NOUN	["124038-N", "134987-N", "143788-N", "149594-N", "661-N"]
таксомотор_NOUN	["132381-N", "132530-N", "154-N", "162-N", "4420-N"]
бессрочность_NOUN	["114019-N", "114203-N"]
тальник_NOUN	["144172-N", "4339-N", "6104-N", "6105-N"]
кандидат_NOUN	["21-N", "2551-N"]
денежно-вещевая::лотерея_NOUN	["1270-N", "558-N"]
сложение::чисел_NOUN	["110679-N", "140669-N"]
олигарх_NOUN	["121995-N", "2717-N", "305-N", "3332-N"]
бесплодность_NOUN	["118607-N", "119629-N"]
разведка::недр_NOUN	["106901-N", "107579-N"]
работодатель_NOUN	["150987-N", "2717-N", "305-N"]
манго_NOUN	["354-N", "8534-N"]
лемпира_NOUN	["1338-N", "566-N"]
самороспуск_NOUN	["106527-N", "106531-N", "115445-N", "117915-N", "150331-N"]
задержка::движения_NOUN	["106484-N", "106615-N"]
загрязнение::земель_NOUN	["106823-N", "111979-N", "4225-N"]
сахарная::болезнь_NOUN	["616-N", "9533-N"]
журналист::радио_NOUN	["1347-N", "144136-N", "8320-N", "8678-N"]
финишный::участок_NOUN	["107135-N", "107510-N"]
чирок_NOUN	["141894-N", "145929-N", "5349-N", "5681-N", "7396-N", "963-N"]
окантовка_NOUN	["118261-N", "118262-N"]
кардиохирург_NOUN	["1045-N", "1046-N"]
коммутирующее::оборудование_NOUN	["1320-N", "2562-N"]
выпуск::алкогольной::продукции_NOUN	["1221-N", "142734-N", "467-N"]
токио_NOUN	["134783-N", "151357-N", "242-N", "3208-N"]
русофоб_NOUN	["111212-N", "126719-N"]
рутений_NOUN	["2868-N", "820-N"]
звукооператор_NOUN	["5714-N", "8296-N", "8678-N", "8848-N"]
государственный::секретарь_NOUN	["1875-N", "3963-N"]
букет_NOUN	["138598-N", "9618-N"]
прикамье_NOUN	["100076-N", "7166-N"]
спица_NOUN	["107233-N", "111960-N"]
откровенность_NOUN	["118520-N", "150752-N"]
государственные::финансовые::средства_NOUN	["124206-N", "143988-N", "2047-N"]
поездка::за::границу_NOUN	["111094-N", "130447-N", "2661-N", "7094-N"]
банкирша_NOUN	["121995-N", "305-N"]
биток_NOUN	["108097-N", "108469-N", "108703-N"]
котенок_NOUN	["110841-N", "4453-N", "6804-N"]
эндоскоп_NOUN	["1068-N", "1320-N", "2977-N"]
цинциннати_NOUN	["123680-N", "145516-N", "242-N"]
район::рыболовной::юрисдикции_NOUN	["107508-N", "134372-N", "2328-N"]
тройняшки_NOUN	["125222-N", "146923-N"]
добыча::золота_NOUN	["4739-N", "50-N", "7127-N"]
предупреждение_NOUN	["106504-N", "139449-N"]
ряженка_NOUN	["371-N", "5718-N"]
земляника::садовая_NOUN	["107842-N", "107871-N", "144341-N"]
пульмонолог_NOUN	["1044-N", "1045-N", "134969-N"]
налоговый::порядок_NOUN	["106710-N", "106885-N", "111735-N"]
шелкопряд_NOUN	["4609-N", "8952-N"]
миролюбие_NOUN	["106769-N", "106924-N"]
заместитель::командующего_NOUN	["106606-N", "792-N", "812-N"]
набат::колокола_NOUN	["107093-N", "123878-N"]
электрический::чайник_NOUN	["107039-N", "108846-N", "126838-N"]
бульдозерист_NOUN	["110125-N", "4993-N", "5056-N"]
мостки_NOUN	["107176-N", "120350-N"]
воронка_NOUN	["106553-N", "106554-N"]
статданные_NOUN	["106515-N", "107581-N", "107591-N"]
трапеза_NOUN	["106934-N", "153493-N"]
щепетильность_NOUN	["110251-N", "121185-N"]
егоза_NOUN	["140126-N", "152901-N", "2149-N", "613-N"]
смородина_NOUN	["107842-N", "107871-N", "144341-N", "147205-N"]
бытовые::потребности_NOUN	["106501-N", "106562-N"]
семипалатинск_NOUN	["151357-N", "242-N", "8247-N"]
контрудар_NOUN	["106704-N", "106882-N", "112933-N"]
неопределенность_NOUN	["118135-N", "118445-N"]
молочная::кислота_NOUN	["133017-N", "2210-N", "5992-N"]
австралия_NOUN	["105334-N", "445-N"]
моряк-подводник_NOUN	["237-N", "6723-N", "792-N", "8596-N"]
огонек_NOUN	["107237-N", "107642-N"]
разведсамолет_NOUN	["212-N", "779-N", "9416-N"]
пейзаж_NOUN	["107545-N", "123619-N"]
авиакосмическая::выставка_NOUN	["1728-N", "2358-N"]
хавбек_NOUN	["110092-N", "148913-N", "1626-N"]
кубок::европейских::чемпионов_NOUN	["122175-N", "140786-N"]
осведомитель_NOUN	["2550-N", "8481-N"]
ветошка_NOUN	["129325-N", "129327-N"]
проводка_NOUN	["130004-N", "2096-N"]
док_NOUN	["148867-N", "3389-N"]
продувание_NOUN	["107011-N", "110908-N", "112131-N"]
колос_NOUN	["108443-N", "133213-N"]
бездонность_NOUN	["112842-N", "114019-N"]
междоусобица_NOUN	["107213-N", "107328-N"]
дивизион::судов_NOUN	["124282-N", "790-N"]
пылесос_NOUN	["1252-N", "132381-N"]
торговый::пассаж_NOUN	["106573-N", "120037-N"]
пекарня_NOUN	["3913-N", "3915-N"]
аэрофотосъемка_NOUN	["4344-N", "5431-N"]
клин_NOUN	["134530-N", "136788-N", "136794-N"]
тюнинг_NOUN	["1250-N", "135413-N", "2876-N"]
ледяная::горка_NOUN	["107558-N", "152337-N", "152346-N"]
санаторно-курортный::туризм_NOUN	["152303-N", "1633-N", "5920-N"]
город::терновка_NOUN	["123680-N", "145516-N", "242-N"]
потаскуха_NOUN	["132890-N", "2553-N", "756-N"]
балкария_NOUN	["100028-N", "2637-N"]
месторождение::золота_NOUN	["131794-N", "6909-N"]
педагогический::совет_NOUN	["106800-N", "115308-N", "3269-N"]
прямолинейность_NOUN	["125977-N", "127126-N"]
закапывание_NOUN	["110751-N", "112355-N"]
госказна_NOUN	["124206-N", "143988-N", "2047-N"]
бортовой::самописец_NOUN	["142138-N", "148702-N", "3648-N"]
пограничный::наряд_NOUN	["135192-N", "2574-N"]
страхование::здоровья_NOUN	["1993-N", "2482-N"]
съем::квартиры_NOUN	["140941-N", "141117-N", "149219-N", "149276-N"]
химоружие_NOUN	["1196-N", "1660-N"]
фантазия_NOUN	["107677-N", "4235-N"]
дожитие_NOUN	["115153-N", "115786-N"]
чапаевка_NOUN	["100022-N", "100079-N", "152701-N"]
ободрение_NOUN	["110474-N", "118574-N"]
электровентилятор_NOUN	["145136-N", "145968-N", "149201-N", "4870-N"]
сервиз_NOUN	["126833-N", "2513-N"]
столица::кыргызстана_NOUN	["151357-N", "242-N", "3208-N"]
коломенский::р-н_NOUN	["147330-N", "2051-N"]
выпь_NOUN	["107757-N", "107765-N"]
интернат_NOUN	["122-N", "123-N"]
ремонт::обуви_NOUN	["1250-N", "7064-N"]
ванилин_NOUN	["107911-N", "370-N", "4681-N", "5735-N"]
автомобиль::мазда_NOUN	["138593-N", "8217-N"]
прозелитка_NOUN	["107524-N", "111810-N", "129173-N"]
разнос_NOUN	["106483-N", "111371-N", "111950-N", "111951-N"]
торжество_NOUN	["106958-N", "110249-N"]
мешковатость_NOUN	["114019-N", "118872-N"]
остеохондроз_NOUN	["136609-N", "616-N", "9045-N"]
разведподразделение_NOUN	["124282-N", "135527-N"]
супертяжелый::вес_NOUN	["140481-N", "151580-N"]
разоружение_NOUN	["1527-N", "8170-N"]
мировой::кубок_NOUN	["140786-N", "1625-N"]
водяная::турбина_NOUN	["13-N", "5951-N"]
светлячок_NOUN	["107768-N", "4609-N"]
рекламная::индустрия_NOUN	["106501-N", "106562-N"]
электровоз_NOUN	["2313-N", "3807-N"]
причал_NOUN	["148867-N", "3389-N", "8041-N"]
корье_NOUN	["141140-N", "985-N"]
радиозавод_NOUN	["121655-N", "57-N"]
ковшик_NOUN	["107039-N", "111779-N", "2513-N"]
канцелярская::крыса_NOUN	["2550-N", "2551-N"]
солнце_NOUN	["110995-N", "126894-N"]
зачет::по::курсу_NOUN	["106877-N", "106878-N", "107002-N", "107138-N", "115033-N", "150070-N"]
маститость_NOUN	["119871-N", "120144-N"]
игровая::клюшка_NOUN	["106553-N", "130019-N", "131272-N", "2498-N"]
кобылка_NOUN	["107861-N", "144174-N"]
памятная::доска_NOUN	["124132-N", "145191-N", "149143-N", "4037-N"]
чек_NOUN	["141222-N", "143438-N", "144892-N"]
французский::язык_NOUN	["126972-N", "148134-N"]
госкомсевер_NOUN	["121539-N", "2576-N", "3607-N"]
телеведущая_NOUN	["144136-N", "148890-N", "8319-N", "8678-N", "9994-N"]
растягивание_NOUN	["118172-N", "119152-N", "129710-N"]
минэкономразвитие_NOUN	["1559-N", "3867-N"]
жакет_NOUN	["108091-N", "108381-N", "1256-N"]
халупа_NOUN	["121536-N", "479-N"]
автопассажирское::хозяйство_NOUN	["157-N", "168-N"]
эпиляция::волос_NOUN	["106640-N", "106938-N", "108870-N", "110908-N", "110911-N"]
патронатная::форма_NOUN	["118621-N", "1592-N"]
воздушный::шар_NOUN	["106554-N", "109575-N", "109620-N", "2173-N"]
видеоконтроль_NOUN	["106903-N", "106916-N"]
поминки_NOUN	["107223-N", "123475-N"]
сдельная::оплата_NOUN	["121697-N", "1265-N", "1266-N", "4396-N"]
дератизационные::работы_NOUN	["2065-N", "612-N"]
фирменный::знак_NOUN	["106846-N", "107585-N", "137605-N", "8217-N"]
иллер_NOUN	["100022-N", "100079-N", "152701-N"]
снохождение_NOUN	["3949-N", "616-N"]
гастрольный::тур_NOUN	["110440-N", "112564-N"]
увековечивание_NOUN	["123475-N", "134070-N", "6306-N"]
ладога_NOUN	["100070-N", "494-N", "9141-N"]
задумчивость_NOUN	["119423-N", "119654-N"]
иерусалим_NOUN	["123680-N", "145516-N", "242-N"]
датская::столица_NOUN	["151357-N", "242-N", "3208-N"]
акмолинская::область::казахстана_NOUN	["100056-N", "2052-N"]
анимационное::кино_NOUN	["1440-N", "4026-N"]
борьба::с::террором_NOUN	["106713-N", "3382-N", "6952-N"]
нефтехимическая::отрасль_NOUN	["145329-N", "531-N", "533-N", "67-N", "7127-N"]
косино_NOUN	["100076-N", "101897-N", "4250-N"]
сальто_NOUN	["110948-N", "111038-N", "111040-N", "147115-N"]
совбез_NOUN	["117041-N", "137657-N"]
пшенная::крупа_NOUN	["368-N", "4318-N", "8325-N"]
народный::акын_NOUN	["106148-N", "106150-N", "106157-N", "139862-N"]
узбекский::язык_NOUN	["141038-N", "148133-N"]
снабжение::горячей::водой_NOUN	["5077-N", "6050-N"]
военный::склад_NOUN	["1529-N", "2525-N"]
сердечная::аритмия_NOUN	["6129-N", "616-N"]
мощность::взрыва_NOUN	["109786-N", "110871-N", "6872-N"]
пластиковая::пуля_NOUN	["153122-N", "3239-N"]
лесной::питомник_NOUN	["138248-N", "4337-N"]
хорват_NOUN	["106124-N", "139245-N"]
планирование::семьи_NOUN	["115486-N", "117641-N"]
рубрикация_NOUN	["106534-N", "145152-N"]
америка_NOUN	["100077-N", "105138-N"]
пиявка_NOUN	["128747-N", "5060-N"]
подчеркивание_NOUN	["111865-N", "111916-N", "134184-N"]
грива::на::голове_NOUN	["108951-N", "147540-N"]
замес_NOUN	["109705-N", "111983-N", "123449-N"]
световой::маяк_NOUN	["112394-N", "138650-N", "4222-N"]
фасоль_NOUN	["108112-N", "148475-N"]
резчик_NOUN	["111238-N", "2550-N"]
положение::раба_NOUN	["126377-N", "127129-N"]
воскресная::церковная::школа_NOUN	["122-N", "123-N"]
мебельщик_NOUN	["129959-N", "2550-N"]
чайка_NOUN	["5349-N", "963-N"]
мальтийка_NOUN	["100046-N", "139862-N"]
сбережение::энергии_NOUN	["112734-N", "135549-N"]
боксерская::площадка_NOUN	["107218-N", "2525-N"]
юридическое::образование_NOUN	["1607-N", "1610-N", "5021-N"]
общенациональный::опрос_NOUN	["10119-N", "106877-N", "153350-N"]
город::тутаев_NOUN	["134530-N", "136889-N"]
безвизовый::порядок::проезда_NOUN	["130447-N", "7094-N"]
небезупречность_NOUN	["113275-N", "118389-N"]
надтеречный::район_NOUN	["123680-N", "2051-N", "2052-N"]
бтр_NOUN	["124156-N", "9209-N"]
восточно-сибирское::море_NOUN	["241-N", "2412-N"]
бельмо_NOUN	["124150-N", "616-N", "6961-N"]
прядильно-ткацкое::производство_NOUN	["57-N", "6305-N"]
фантастичность_NOUN	["118833-N", "119439-N"]
ощутимость_NOUN	["118352-N", "118837-N"]
корзинка_NOUN	["108443-N", "133213-N"]
злостность_NOUN	["119583-N", "119602-N"]
морковина_NOUN	["148896-N", "348-N"]
изготовление::алкогольной::продукции_NOUN	["1221-N", "142734-N", "467-N"]
листок::нетрудоспособности_NOUN	["2428-N", "4951-N"]
экспортная::операция_NOUN	["110908-N", "118819-N"]
защита::прав::ребенка_NOUN	["145938-N", "147646-N"]
исправительно-трудовая::система_NOUN	["115790-N", "151708-N"]
шасси::летательного::аппарата_NOUN	["143440-N", "143441-N"]
эпохальность_NOUN	["106789-N", "112920-N"]
продвижение::по::службе_NOUN	["106701-N", "137389-N"]
двойственность_NOUN	["119579-N", "119873-N"]
желторотость_NOUN	["137594-N", "138351-N"]
выгораживание_NOUN	["106595-N", "116771-N", "118617-N"]
прокат::видеофильмов_NOUN	["1250-N", "255-N", "3334-N", "5836-N", "5849-N", "7064-N"]
мрот_NOUN	["121697-N", "1265-N", "1266-N", "4396-N"]
олимпия_NOUN	["138831-N", "242-N", "8247-N"]
балетный::коллектив_NOUN	["126483-N", "151819-N", "8128-N", "8132-N", "879-N"]
белая::горячка_NOUN	["110392-N", "3949-N"]
гостинец_NOUN	["138598-N", "9618-N"]
периметр::геометрической::фигуры_NOUN	["106717-N", "106841-N"]
лиственничник_NOUN	["2524-N", "988-N"]
выступление::по::телевизору_NOUN	["107257-N", "113369-N", "147233-N"]
дознание_NOUN	["151354-N", "2678-N"]
проверочный::рейд_NOUN	["106695-N", "3513-N"]
ваххабитка_NOUN	["127064-N", "127065-N", "4546-N"]
вооруженное::ограбление_NOUN	["4131-N", "5285-N"]
бумагомарака_NOUN	["1578-N", "2720-N", "8848-N"]
стартер::двигателя_NOUN	["2070-N", "2099-N", "2100-N"]
риторический::вопрос_NOUN	["106774-N", "106776-N"]
халява_NOUN	["108890-N", "128212-N"]
блицкриг_NOUN	["1663-N", "1671-N"]
министерство::образования_NOUN	["143819-N", "1559-N", "3867-N", "6209-N"]
внешний::долг_NOUN	["1733-N", "1748-N", "3165-N"]
бюджет::области_NOUN	["123683-N", "145112-N"]
солнечная::панель_NOUN	["114436-N", "129461-N", "510-N"]
защита::от::импорта_NOUN	["133994-N", "137766-N", "601-N", "833-N"]
материнский::капитал_NOUN	["121476-N", "1507-N", "6531-N"]
бахрома_NOUN	["108802-N", "108815-N"]
прорезка_NOUN	["106493-N", "111853-N"]
запирательство_NOUN	["107137-N", "117017-N", "149453-N"]
необеспеченное::население_NOUN	["582-N", "8515-N"]
вокальная::партия_NOUN	["110024-N", "125918-N"]
племенное::дело_NOUN	["320-N", "52-N"]
завязывание::знакомства_NOUN	["119978-N", "146627-N"]
подушка_NOUN	["108853-N", "8218-N"]
спецшкола_NOUN	["129-N", "1593-N"]
внушение_NOUN	["106809-N", "106877-N", "112963-N"]
жирность::линии_NOUN	["106717-N", "106755-N"]
папа_NOUN	["100097-N", "106115-N", "106606-N", "131833-N", "7093-N", "7242-N"]
целлюлозное::сырье_NOUN	["106536-N", "133905-N", "2445-N"]
специальный::посланник_NOUN	["106891-N", "129591-N", "152714-N"]
гидроэлектроэнергия_NOUN	["135733-N", "141733-N", "4-N", "7-N"]
аэродинамическая::труба_NOUN	["106555-N", "1320-N", "146846-N"]
иерархия::каст_NOUN	["106575-N", "139991-N"]
частная::медицинская::практика_NOUN	["2151-N", "3066-N"]
универсал_NOUN	["111238-N", "2550-N"]
железная::руда_NOUN	["106-N", "112641-N", "131271-N", "143683-N", "5932-N"]
тост_NOUN	["107257-N", "147233-N"]
падшая::девушка_NOUN	["132890-N", "2553-N", "756-N"]
