ПРИДУМЫВАТЬ, НАПРИДУМЫВАТЬ, НАСОЧИНЯТЬ, НАДУМЫВАТЬ, ИЗ ПАЛЬЦА ВЫСОСАТЬ, ИЗМЫШЛЯТЬ, ИЗМЫСЛИТЬ, ДОСОЧИНЯТЬ, ВЫСОСАТЬ ИЗ ПАЛЬЦА, НАФАНТАЗИРОВАТЬ, ПРИДУМАТЬ, НАПРИДУМАТЬ, ПРИМЫСЛИТЬ, ПРИМЫШЛЯТЬ, СОЧИНИТЬ, СОЧИНЯТЬ, ВЫМЫСЛИТЬ, ФАНТАЗИРОВАТЬ, ВЫДУМЫВАТЬ, ВЫДУМАТЬ	["111983-V", "111668-V"]
ПЕРЕТРЯСАТЬ, ПЕРЕТРЯСТИ, ПЕРЕТРЯХИВАТЬ, ПЕРЕТРЯХНУТЬ	["111144-V", "115544-V"]
ПЕРЕТРЯСАТЬ, ПЕРЕТРЯСТИ, ПЕРЕТРЯХИВАТЬ, ПЕРЕТРЯХНУТЬ	["111021-V", "116221-V", "111656-V"]
РАСПОТРОШИТЬ, ВЫПОТРОШИТЬ, ВЫПОТРОШИТЬ СОДЕРЖИМОЕ, ПОТРОШИТЬ	["118698-V", "119076-V"]
РАСПОТРОШИТЬ, ВЫПОТРОШИТЬ, ВЫПОТРОШИТЬ СОДЕРЖИМОЕ, ПОТРОШИТЬ	["110910-V", "111656-V", "116221-V", "110908-V", "110752-V", "111021-V"]
ДРЕНАЖИРОВАТЬ, ДРЕНИРОВАТЬ	["106631-V", "121004-V"]
ДРЕНАЖИРОВАТЬ, ДРЕНИРОВАТЬ	["253-V", "3844-V"]
ВТЕРЕТЬСЯ, ВТИРАТЬСЯ	["113962-V", "115965-V", "144632-V"]
ВЪЕСТЬСЯ, ВЪЕДАТЬСЯ	["113962-V", "115965-V", "144632-V"]
ВСОСАТЬСЯ, ВСАСЫВАТЬСЯ	["113962-V", "115965-V", "144632-V"]
ПРОРВАТЬСЯ ЧЕРЕЗ ПРЕПЯТСТВИЕ, ПРОРЫВАТЬСЯ, ПРОРЫВАТЬ, ПРОРВАТЬСЯ ЧЕРЕЗ ПРЕГРАДУ, ПРОРВАТЬСЯ СИЛОЙ, ПРОРВАТЬСЯ, ПРОРВАТЬ, ПРОБИТЬСЯ ЧЕРЕЗ ПРЕПЯТСТВИЕ, ПРОРЫВАТЬСЯ ЧЕРЕЗ ПРЕГРАДУ, ПРОБИТЬСЯ, ПРОБИВАТЬСЯ, ПРОРЫВАТЬСЯ ЧЕРЕЗ ПРЕПЯТСТВИЕ	["115524-V", "107470-V", "111845-V", "117932-V", "126274-V", "115522-V"]
ПРОСОЧИТЬСЯ, ПРОСАЧИВАТЬСЯ	["111845-V", "117932-V", "115522-V"]
КЛАСТЬ ЯЙЦА, СНЕСТИСЬ, СНЕСТИ, ОТКЛАДЫВАТЬ ЯЙЦА, НЕСТИСЬ, НЕСТИ ЯЙЦА, СНЕСТИ ЯЙЦО	["116173-V", "116100-V"]
САДНИТЬ, СВЕРБЕТЬ	["106915-V", "120185-V"]
ЩЕКОТАТЬ	["106915-V", "120185-V"]
ЗАЧЕСАТЬСЯ, ЧЕСАТЬСЯ	["106915-V", "120185-V"]
ПРОДВИГАТЬ НА РЫНОК, ПРОДВИГАТЬ ТОВАР	["106686-V", "106709-V", "106898-V", "106897-V"]
ПРОДВИГАТЬ НА РЫНОК, ПРОДВИГАТЬ ТОВАР	["141310-V", "147492-V", "1885-V"]
УШИТЬ, УШИВАТЬ	["106638-V", "127237-V"]
УШИТЬ, УШИВАТЬ	["110801-V", "116817-V"]
ВЫХОДИТЬ В ЭФИР, ВЫЙТИ В ЭФИР	["1374-V", "113973-V", "110447-V"]
СВОДИТЬ, ПЕРЕВОДИТЬ, ПЕРЕВЕСТИ, СВЕСТИ	["111627-V", "110447-V", "107005-V", "111623-V", "111619-V", "111626-V"]
ПРОАНАЛИЗИРОВАТЬ ИНФОРМАЦИЮ, АНАЛИЗИРОВАТЬ ДАННЫЕ, АНАЛИЗИРОВАТЬ ИНФОРМАЦИЮ, ПРОАНАЛИЗИРОВАТЬ ДАННЫЕ	["106686-V", "106898-V", "106897-V"]
ПРОАНАЛИЗИРОВАТЬ ИНФОРМАЦИЮ, АНАЛИЗИРОВАТЬ ДАННЫЕ, АНАЛИЗИРОВАТЬ ИНФОРМАЦИЮ, ПРОАНАЛИЗИРОВАТЬ ДАННЫЕ	["145152-V", "106534-V"]
КОДИФИЦИРОВАТЬ	["120139-V", "118456-V", "107129-V"]
КОДИФИЦИРОВАТЬ	["118746-V", "148396-V"]
БОРОТЬСЯ С КОРРОЗИЕЙ	["110437-V", "140492-V", "111437-V"]
БОРОТЬСЯ С КОРРОЗИЕЙ	["106713-V", "106714-V"]
ЗАХЕДЖИРОВАТЬ, ХЕДЖИРОВАТЬ	["126259-V", "150985-V"]
ЗАХЕДЖИРОВАТЬ, ХЕДЖИРОВАТЬ	["118698-V"]
ЗАХЕДЖИРОВАТЬ, ХЕДЖИРОВАТЬ	["148420-V", "144027-V"]
ЗАХЕДЖИРОВАТЬ, ХЕДЖИРОВАТЬ	["110437-V", "140492-V", "111437-V"]
ЭКРАНИРОВАТЬ	["110437-V", "140492-V", "111437-V"]
МИГАТЬ, ПОДМИГИВАТЬ, ПОДМИГНУТЬ, ПОДМОРГНУТЬ, МИГНУТЬ, ПОДМАРГИВАТЬ	["118639-V", "106587-V", "119502-V"]
МИГАТЬ, ПОДМИГИВАТЬ, ПОДМИГНУТЬ, ПОДМОРГНУТЬ, МИГНУТЬ, ПОДМАРГИВАТЬ	["106938-V", "117094-V"]
ДЕЗЕРТИРОВАТЬ	["111281-V", "117315-V", "111260-V", "647-V", "107318-V", "107592-V"]
ПУСТИТЬ ПЕТУХА, КРАСНОГО ПЕТУХА ПУСТИТЬ, ПОДПАЛИТЬ, ПОДЖЕЧЬ, ПОДПАЛИВАТЬ, ПОДЖИГАТЬ, ПУСТИТЬ КРАСНОГО ПЕТУХА	["111794-V", "106817-V"]
ПУСТИТЬ ПЕТУХА, КРАСНОГО ПЕТУХА ПУСТИТЬ, ПОДПАЛИТЬ, ПОДЖЕЧЬ, ПОДПАЛИВАТЬ, ПОДЖИГАТЬ, ПУСТИТЬ КРАСНОГО ПЕТУХА	["647-V", "107592-V"]
ПРОВОЗИТЬ КОНТРАБАНДОЙ, ПРОВЕЗТИ КОНТРАБАНДОЙ	["141275-V", "647-V", "107592-V"]
ПРОВОЗИТЬ КОНТРАБАНДОЙ, ПРОВЕЗТИ КОНТРАБАНДОЙ	["118776-V", "153186-V"]
ПОДДЕЛЫВАЮТСЯ КУПЮРЫ, КУПЮРЫ ПОДДЕЛЫВАЮТСЯ	["106495-V", "112046-V", "111619-V", "112045-V"]
ПОДДЕЛЫВАЮТСЯ КУПЮРЫ, КУПЮРЫ ПОДДЕЛЫВАЮТСЯ	["647-V", "107592-V"]
ПИРАТСТВОВАТЬ	["106495-V", "112046-V", "111619-V", "112045-V"]
ПИРАТСТВОВАТЬ	["122242-V", "5893-V", "111260-V", "647-V", "107592-V"]
ПИРАТСТВОВАТЬ	["106501-V"]
ПИРАТСТВОВАТЬ	["151440-V", "111394-V", "5296-V", "647-V", "4131-V", "113766-V", "107592-V"]
ПИРАТСТВОВАТЬ	["115075-V", "114372-V", "115072-V"]
ПРОДАТЬ РОДИНУ	["111281-V", "117315-V", "111394-V", "111260-V", "647-V", "107318-V", "107592-V"]
ШПИОНИТЬ НА РАЗВЕДКУ, ШПИОНИТЬ НА, ШПИОНИТЬ	["111260-V", "107592-V", "647-V", "111394-V"]
ШПИОНИТЬ НА РАЗВЕДКУ, ШПИОНИТЬ НА, ШПИОНИТЬ	["2602-V", "106501-V", "142340-V"]
ПОТРЕБОВАТЬ ВЗЯТКУ, ПРЕДЛАГАТЬ ВЗЯТКУ, ПРЕДЛОЖИТЬ ВЗЯТКУ, ПЕРЕДАВАТЬ ВЗЯТКУ, ДАТЬ НА ЛАПУ, ПРИНИМАТЬ ВЗЯТКУ, ДАТЬ В ЛАПУ, ДАТЬ ВЗЯТКУ, ПОДМАЗАТЬ, ДАВАТЬ НА ЛАПУ, ПРИНЯТЬ ВЗЯТКУ, ДАВАТЬ В ЛАПУ, ДАВАТЬ ВЗЯТКУ, ВЫМОГАТЬ ВЗЯТКУ, ТРЕБОВАТЬ ВЗЯТКУ, ВСУЧИТЬ ВЗЯТКУ, ПОДМАЗЫВАТЬ, БРАТЬ ВЗЯТКИ, ПОЛУЧАТЬ ВЗЯТКУ, ПОЛУЧИТЬ ВЗЯТКУ	["142493-V", "106935-V", "106818-V"]
ПОТРЕБОВАТЬ ВЗЯТКУ, ПРЕДЛАГАТЬ ВЗЯТКУ, ПРЕДЛОЖИТЬ ВЗЯТКУ, ПЕРЕДАВАТЬ ВЗЯТКУ, ДАТЬ НА ЛАПУ, ПРИНИМАТЬ ВЗЯТКУ, ДАТЬ В ЛАПУ, ДАТЬ ВЗЯТКУ, ПОДМАЗАТЬ, ДАВАТЬ НА ЛАПУ, ПРИНЯТЬ ВЗЯТКУ, ДАВАТЬ В ЛАПУ, ДАВАТЬ ВЗЯТКУ, ВЫМОГАТЬ ВЗЯТКУ, ТРЕБОВАТЬ ВЗЯТКУ, ВСУЧИТЬ ВЗЯТКУ, ПОДМАЗЫВАТЬ, БРАТЬ ВЗЯТКИ, ПОЛУЧАТЬ ВЗЯТКУ, ПОЛУЧИТЬ ВЗЯТКУ	["660-V", "647-V", "107592-V"]
ПОТРЕБОВАТЬ ВЗЯТКУ, ПРЕДЛАГАТЬ ВЗЯТКУ, ПРЕДЛОЖИТЬ ВЗЯТКУ, ПЕРЕДАВАТЬ ВЗЯТКУ, ДАТЬ НА ЛАПУ, ПРИНИМАТЬ ВЗЯТКУ, ДАТЬ В ЛАПУ, ДАТЬ ВЗЯТКУ, ПОДМАЗАТЬ, ДАВАТЬ НА ЛАПУ, ПРИНЯТЬ ВЗЯТКУ, ДАВАТЬ В ЛАПУ, ДАВАТЬ ВЗЯТКУ, ВЫМОГАТЬ ВЗЯТКУ, ТРЕБОВАТЬ ВЗЯТКУ, ВСУЧИТЬ ВЗЯТКУ, ПОДМАЗЫВАТЬ, БРАТЬ ВЗЯТКИ, ПОЛУЧАТЬ ВЗЯТКУ, ПОЛУЧИТЬ ВЗЯТКУ	["116296-V", "116303-V"]
БЕЖАТЬ ИЗ ЗОНЫ, СБЕЖАТЬ ИЗ ЗОНЫ, СБЕЖАТЬ ИЗ-ПОД СТРАЖИ, СБЕЖАТЬ ИЗ ТЮРЬМЫ, БЕЖАТЬ ИЗ-ПОД СТРАЖИ, БЕЖАТЬ ИЗ ТЮРЬМЫ	["106803-V", "117918-V", "120826-V"]
БЕЖАТЬ ИЗ ЗОНЫ, СБЕЖАТЬ ИЗ ЗОНЫ, СБЕЖАТЬ ИЗ-ПОД СТРАЖИ, СБЕЖАТЬ ИЗ ТЮРЬМЫ, БЕЖАТЬ ИЗ-ПОД СТРАЖИ, БЕЖАТЬ ИЗ ТЮРЬМЫ	["647-V", "107592-V"]
ПОКРЫВАТЬ ПРЕСТУПЛЕНИЕ, ПОКРЫВАТЬ ПРЕСТУПНИКА	["647-V", "107592-V"]
ПОКРЫВАТЬ ПРЕСТУПЛЕНИЕ, ПОКРЫВАТЬ ПРЕСТУПНИКА	["138341-V", "106595-V", "118765-V", "152834-V", "154670-V"]
ПОДДЕЛЫВАЮТСЯ ДОКУМЕНТЫ, ПОДДЕЛАТЬ ДОКУМЕНТЫ	["106495-V", "112046-V", "111619-V", "112045-V"]
ПОДДЕЛЫВАЮТСЯ ДОКУМЕНТЫ, ПОДДЕЛАТЬ ДОКУМЕНТЫ	["647-V", "107592-V"]
ПОСТРОИТЬ БЕЗ РАЗРЕШЕНИЯ, САМОВОЛЬНО ЗАСТРАИВАТЬ, САМОВОЛЬНО ПОСТРОИТЬ, НЕЗАКОННО ПОСТРОИТЬ, НЕЗАКОННО ЗАСТРОИТЬ, САМОВОЛЬНО СТРОИТЬ, НЕЗАКОННО ЗАСТРАИВАТЬ, СТРОИТЬ БЕЗ РАЗРЕШЕНИЯ, САМОВОЛЬНО ЗАСТРОИТЬ, НЕЗАКОННО СТРОИТЬ	["106504-V", "134709-V"]
ПОСТРОИТЬ БЕЗ РАЗРЕШЕНИЯ, САМОВОЛЬНО ЗАСТРАИВАТЬ, САМОВОЛЬНО ПОСТРОИТЬ, НЕЗАКОННО ПОСТРОИТЬ, НЕЗАКОННО ЗАСТРОИТЬ, САМОВОЛЬНО СТРОИТЬ, НЕЗАКОННО ЗАСТРАИВАТЬ, СТРОИТЬ БЕЗ РАЗРЕШЕНИЯ, САМОВОЛЬНО ЗАСТРОИТЬ, НЕЗАКОННО СТРОИТЬ	["106493-V", "145768-V"]
ПОСТРОИТЬ БЕЗ РАЗРЕШЕНИЯ, САМОВОЛЬНО ЗАСТРАИВАТЬ, САМОВОЛЬНО ПОСТРОИТЬ, НЕЗАКОННО ПОСТРОИТЬ, НЕЗАКОННО ЗАСТРОИТЬ, САМОВОЛЬНО СТРОИТЬ, НЕЗАКОННО ЗАСТРАИВАТЬ, СТРОИТЬ БЕЗ РАЗРЕШЕНИЯ, САМОВОЛЬНО ЗАСТРОИТЬ, НЕЗАКОННО СТРОИТЬ	["647-V", "107592-V"]
НЕЗАКОННО ПОЛУЧИТЬ СВЕДЕНИЯ, ПОЛУЧАТЬ ИНФОРМАЦИЮ НЕЗАКОННО, ПОЛУЧАТЬ СВЕДЕНИЯ НЕЗАКОННО, ПОЛУЧИТЬ ИНФОРМАЦИЮ НЕЗАКОННО, НЕЗАКОННО ПОЛУЧАТЬ СВЕДЕНИЯ, НЕЗАКОННО ПОЛУЧИТЬ ИНФОРМАЦИЮ, НЕЗАКОННО ПОЛУЧАТЬ ИНФОРМАЦИЮ, ПОЛУЧИТЬ СВЕДЕНИЯ НЕЗАКОННО	["118698-V", "122242-V", "647-V", "107592-V"]
НЕЗАКОННО ПОЛУЧИТЬ СВЕДЕНИЯ, ПОЛУЧАТЬ ИНФОРМАЦИЮ НЕЗАКОННО, ПОЛУЧАТЬ СВЕДЕНИЯ НЕЗАКОННО, ПОЛУЧИТЬ ИНФОРМАЦИЮ НЕЗАКОННО, НЕЗАКОННО ПОЛУЧАТЬ СВЕДЕНИЯ, НЕЗАКОННО ПОЛУЧИТЬ ИНФОРМАЦИЮ, НЕЗАКОННО ПОЛУЧАТЬ ИНФОРМАЦИЮ, ПОЛУЧИТЬ СВЕДЕНИЯ НЕЗАКОННО	["106709-V", "142340-V", "112077-V"]
НЕЗАКОННО ПОЛУЧИТЬ СВЕДЕНИЯ, ПОЛУЧАТЬ ИНФОРМАЦИЮ НЕЗАКОННО, ПОЛУЧАТЬ СВЕДЕНИЯ НЕЗАКОННО, ПОЛУЧИТЬ ИНФОРМАЦИЮ НЕЗАКОННО, НЕЗАКОННО ПОЛУЧАТЬ СВЕДЕНИЯ, НЕЗАКОННО ПОЛУЧИТЬ ИНФОРМАЦИЮ, НЕЗАКОННО ПОЛУЧАТЬ ИНФОРМАЦИЮ, ПОЛУЧИТЬ СВЕДЕНИЯ НЕЗАКОННО	["107696-V"]
ПРОГУЛЯТЬ ДЕНЬГИ, ПРОГУЛИВАТЬ, ПРОКУТИТЬ, ПРОГУЛЯТЬ, ПРОКУТИТЬ ДЕНЬГИ	["117605-V", "117589-V", "117172-V"]
ЗАКРУГЛИТЬ, ЗАКРУГЛЯТЬ, СКРУГЛИТЬ	["106558-V", "123558-V"]
ВЫСЛАТЬ ИНОСТРАНЦЕВ, ВЫДВОРИТЬ ИЗ СТРАНЫ, ВЫСЫЛАТЬ ИЗ СТРАНЫ, ДЕПОРТИРОВАТЬ НА РОДИНУ, ВЫСЛАТЬ ИЗ СТРАНЫ, ВЫДВОРЯТЬ ИЗ СТРАНЫ, ДЕПОРТИРОВАТЬ, ВЫДВОРИТЬ ЗА ПРЕДЕЛЫ СТРАНЫ	["137167-V", "112548-V", "111260-V", "112933-V", "106504-V", "115247-V"]
БАРРАЖИРОВАТЬ	["106597-V", "3977-V", "118780-V"]
ОБЛИЧАТЬ, СОРВАТЬ МАСКУ, ОБЛИЧИТЬ, СОРВАТЬ ПОКРОВЫ	["120088-V", "120087-V"]
ОБЛИЧАТЬ, СОРВАТЬ МАСКУ, ОБЛИЧИТЬ, СОРВАТЬ ПОКРОВЫ	["106877-V", "112963-V"]
ВЫДАВАТЬ, ЗАКЛАДЫВАТЬ, ВЫДАТЬ, ЗАЛОЖИТЬ	["111260-V", "111281-V", "117315-V", "107318-V"]
ВЫДАВАТЬ, ЗАКЛАДЫВАТЬ, ВЫДАТЬ, ЗАЛОЖИТЬ	["120088-V", "120087-V"]
РАЗВЕСТИСЬ С ЖЕНОЙ, РАЗВЕСТИСЬ, РАЗВОДИТЬСЯ, РАЗВЕСТИСЬ С СУПРУГОМ, РАЗВОДИТЬСЯ С СУПРУГОМ, РАЗВЕСТИСЬ СО СВОИМ СУПРУГОМ, РАЗВЕСТИСЬ С МУЖЕМ	["149129-V", "145354-V", "114690-V", "106484-V", "149403-V", "106531-V"]
РАЗВЕСТИСЬ С ЖЕНОЙ, РАЗВЕСТИСЬ, РАЗВОДИТЬСЯ, РАЗВЕСТИСЬ С СУПРУГОМ, РАЗВОДИТЬСЯ С СУПРУГОМ, РАЗВЕСТИСЬ СО СВОИМ СУПРУГОМ, РАЗВЕСТИСЬ С МУЖЕМ	["106504-V", "118698-V"]
ОТПОЛИРОВАТЬ, НАПОЛИРОВАТЬ, ПОЛИРОВАТЬ	["106631-V", "111769-V", "111782-V", "111785-V", "106534-V", "146751-V"]
АННЕКСИРОВАТЬ	["122242-V", "111668-V", "118698-V", "114372-V", "115075-V", "115072-V"]
АННЕКСИРОВАТЬ	["113962-V", "116663-V"]
АННЕКСИРОВАТЬ	["148420-V", "118966-V", "107328-V"]
РАССЛЫШАТЬ	["111591-V", "106710-V"]
ОТСКАНИРОВАТЬ, СКАНИРОВАТЬ	["111591-V", "106710-V"]
ОТСКАНИРОВАТЬ, СКАНИРОВАТЬ	["106501-V"]
ОТСКАНИРОВАТЬ, СКАНИРОВАТЬ	["150388-V"]
ПЕРЕОЦЕНИВАТЬ СВОИ ВОЗМОЖНОСТИ, ПЕРЕОЦЕНИТЬ СВОИ ВОЗМОЖНОСТИ, ПЕРЕОЦЕНИТЬ СЕБЯ, ПЕРЕОЦЕНИВАТЬ СЕБЯ	["106710-V", "151498-V", "106877-V", "116115-V", "139096-V", "115033-V"]
ПЕРЕОЦЕНИВАТЬ СВОИ ВОЗМОЖНОСТИ, ПЕРЕОЦЕНИТЬ СВОИ ВОЗМОЖНОСТИ, ПЕРЕОЦЕНИТЬ СЕБЯ, ПЕРЕОЦЕНИВАТЬ СЕБЯ	["106504-V", "113119-V"]
ПЕРЕОЦЕНИВАТЬ СВОИ ВОЗМОЖНОСТИ, ПЕРЕОЦЕНИТЬ СВОИ ВОЗМОЖНОСТИ, ПЕРЕОЦЕНИТЬ СЕБЯ, ПЕРЕОЦЕНИВАТЬ СЕБЯ	["134714-V", "118574-V"]
ВСКРЫТЬСЯ, ВСКРЫВАТЬСЯ	["119282-V", "121544-V"]
ПЕРЕОБОРУДОВАТЬ	["112144-V", "106699-V", "120969-V", "107602-V", "112630-V", "106601-V", "139346-V"]
ШОКИРОВАТЬ, ПОВЕРГАТЬ В ШОК, ПОВЕРГНУТЬ В ШОК	["118522-V", "120293-V", "149898-V", "129710-V", "110475-V", "117302-V", "125744-V"]
ОБИРАТЬ, ОБОБРАТЬ	["111998-V", "120231-V"]
КУЛЬТИВИРОВАТЬ, НАСАДИТЬ, НАСИЛЬСТВЕННО НАСАЖДАТЬ, НАСАЖДАТЬ	["131211-V", "125640-V", "125642-V"]
КУЛЬТИВИРОВАТЬ, НАСАДИТЬ, НАСИЛЬСТВЕННО НАСАЖДАТЬ, НАСАЖДАТЬ	["106473-V", "106817-V", "119127-V"]
НАПИЧКАТЬ, ПИЧКАТЬ, ПИЧКАТЬ ЕДОЙ	["106811-V", "118860-V", "111862-V"]
НАПИЧКАТЬ, ПИЧКАТЬ, ПИЧКАТЬ ЕДОЙ	["115186-V", "106548-V"]
НАПИЧКАТЬ, ПИЧКАТЬ, ПИЧКАТЬ ЕДОЙ	["106473-V", "106817-V"]
НАШИНКОВЫВАТЬ, НАСЕЧЬ, ШИНКОВАТЬ, НАШИНКОВАТЬ, НАСЕКАТЬ	["107410-V", "111775-V", "107412-V"]
ПЕРЕРЕЗЫВАТЬ, ПЕРЕРЕЗАТЬ	["107410-V", "107409-V", "107412-V"]
ПРОРЕЗЫВАТЬСЯ, ПРОРЕЗАТЬ ОТВЕРСТИЕ, ПРОРЕЗАТЬ ДЫРУ, ПРОРЕЗАТЬ, ПРОРЕЗЫВАТЬ	["107410-V", "107412-V"]
ПРОРЕЗЫВАТЬСЯ, ПРОРЕЗАТЬ ОТВЕРСТИЕ, ПРОРЕЗАТЬ ДЫРУ, ПРОРЕЗАТЬ, ПРОРЕЗЫВАТЬ	["106493-V", "111853-V"]
НАДРЕЗЫВАТЬ, НАДРЕЗАТЬ	["107410-V", "107412-V"]
ИЗРЕЗЫВАТЬ, КРОМСАТЬ, ИСКРОМСАТЬ, ИЗРЕЗАТЬ	["107410-V", "107412-V"]
ПОДРЕЗЫВАТЬ, ПОДРЕЗАТЬ, ПОДРЕЗАТЬ ДОПОЛНИТЕЛЬНО	["107410-V", "107412-V"]
ПОДРЕЗЫВАТЬ, ПОДРЕЗАТЬ, ПОДРЕЗАТЬ ДОПОЛНИТЕЛЬНО	["111983-V", "111668-V"]
ВСПОРОТЬ, ВСПАРЫВАТЬ, РАСПАРЫВАТЬ, РАСПОРОТЬ	["107410-V", "107416-V", "107412-V"]
РЕЗАТЬ МЕТАЛЛ	["107410-V", "107412-V"]
РЕЗАТЬ МЕТАЛЛ	["117035-V", "106534-V", "106631-V"]
КАТАТЬСЯ С ГОРКИ, КАТАТЬСЯ С ГОРЫ, СКАТИТЬСЯ С ГОРКИ	["117061-V", "126589-V", "106587-V", "114452-V", "111095-V", "133982-V"]
ИМПЛАНТИРОВАТЬ	["125596-V", "5390-V", "113873-V", "111189-V"]
БРАКОВАТЬ, ОТБРАКОВАТЬ, ВЫБРАКОВЫВАТЬ, БРАКОВАТЬ ПРОДУКЦИЮ, ЗАБРАКОВАТЬ, ВЫБРАКОВАТЬ	["115033-V", "127161-V", "151609-V", "149274-V"]
ОТВАДИТЬ, ОТВАЖИВАТЬ	["106817-V", "116385-V"]
СТИМУЛИРОВАТЬ, ДАВАТЬ ИМПУЛЬС, ДАВАТЬ СТИМУЛ, ДАТЬ ИМПУЛЬС, ДАТЬ СТИМУЛ, ДАТЬ ТОЛЧОК, ПРОСТИМУЛИРОВАТЬ	["118594-V", "116104-V"]
СТИМУЛИРОВАТЬ, ДАВАТЬ ИМПУЛЬС, ДАВАТЬ СТИМУЛ, ДАТЬ ИМПУЛЬС, ДАТЬ СТИМУЛ, ДАТЬ ТОЛЧОК, ПРОСТИМУЛИРОВАТЬ	["141730-V", "113220-V", "106878-V", "115880-V"]
ВЫНЕСТИ БЛАГОДАРНОСТЬ, ВЫНОСИТЬ БЛАГОДАРНОСТЬ, ОБЪЯВИТЬ БЛАГОДАРНОСТЬ, ОБЪЯВЛЯТЬ БЛАГОДАРНОСТЬ	["107489-V", "144934-V", "145776-V"]
ВЫНЕСТИ БЛАГОДАРНОСТЬ, ВЫНОСИТЬ БЛАГОДАРНОСТЬ, ОБЪЯВИТЬ БЛАГОДАРНОСТЬ, ОБЪЯВЛЯТЬ БЛАГОДАРНОСТЬ	["141730-V", "113220-V", "106878-V", "115880-V"]
ВЫНЕСТИ БЛАГОДАРНОСТЬ, ВЫНОСИТЬ БЛАГОДАРНОСТЬ, ОБЪЯВИТЬ БЛАГОДАРНОСТЬ, ОБЪЯВЛЯТЬ БЛАГОДАРНОСТЬ	["119066-V", "106456-V"]
ВЫГОРОДИТЬ, ВЫГОРАЖИВАТЬ	["106869-V", "106876-V", "106868-V"]
ВЫГОРОДИТЬ, ВЫГОРАЖИВАТЬ	["116771-V", "106595-V", "118617-V"]
УСТРОИТЬ ЗАБАСТОВКУ, ЗАБАСТОВАТЬ, БАСТОВАТЬ, ПОБАСТОВАТЬ, ПРОВЕСТИ ЗАБАСТОВКУ, ПРОВОДИТЬ ЗАБАСТОВКУ, УСТРАИВАТЬ ЗАБАСТОВКУ	["106702-V", "106501-V", "8089-V", "131954-V"]
