word	synsets
якут_NOUN	["100046-N", "139862-N"]
пенал_NOUN	["107038-N", "107289-N", "1253-N"]
саудовскый_NOUN::аравия_NOUN	["105456-N", "2062-N"]
отказный_ADJ::ребенок_NOUN	["129973-N", "136459-N"]
убойность_NOUN	["119555-N", "119560-N"]
президиум_NOUN	["117041-N", "117042-N", "120679-N"]
чирок_NOUN	["141894-N", "145929-N", "5349-N", "5681-N", "7396-N", "963-N"]
секс-шоп_NOUN	["2302-N", "3946-N"]
припарка_NOUN	["152599-N", "9725-N"]
балтфлот_NOUN	["145609-N", "206-N"]
автомобилестроение_NOUN	["1221-N", "467-N"]
аварийный_ADJ::жилье_NOUN	["2526-N", "479-N", "9159-N"]
река_NOUN::туб_NOUN	["100022-N", "100079-N", "152701-N"]
аксать_NOUN::в_ADP::уральский_ADJ::область_NOUN	["123680-N", "145516-N", "242-N"]
русофобия_NOUN	["106647-N", "106651-N", "106653-N"]
омскать_VERB::область_NOUN::._PUNCT	["2637-N", "2640-N"]
сушильня_NOUN	["106573-N", "3537-N"]
фондирование_NOUN	["141973-N", "148929-N"]
маршрутный_ADJ::лист_NOUN::водитель_NOUN	["121158-N", "2428-N"]
первопоселенец_NOUN	["139758-N", "589-N"]
внутренний_ADJ::производство_NOUN	["106495-N", "106501-N", "1221-N", "558-N"]
лесоводческий_ADJ::мероприятие_NOUN	["114891-N", "129188-N", "145147-N"]
прищур_NOUN::глаз_NOUN	["107545-N", "112037-N"]
головокружительность_NOUN	["118141-N", "119229-N", "137698-N"]
попрошайничество_NOUN	["106876-N", "107344-N", "116816-N"]
госкомитет_NOUN::по_ADP::связь_NOUN::и_CCONJ::информатизация_NOUN	["121539-N", "2576-N", "3607-N"]
облицовка_NOUN	["106698-N", "107325-N", "146751-N"]
сандаловый_ADJ::дерево_NOUN	["121680-N", "124052-N", "144172-N", "988-N"]
мрачность_NOUN	["116683-N", "119616-N"]
тень_NOUN::для_ADP::век_NOUN	["109170-N", "115261-N"]
точечный_ADJ::атака_NOUN	["148230-N", "2465-N"]
морской_ADJ::болезнь_NOUN	["133567-N", "616-N"]
военный_ADJ::гарнизон_NOUN	["135192-N", "2574-N"]
томат-паста_NOUN	["107277-N", "107641-N"]
буферный_ADJ::память_NOUN	["106555-N", "143950-N", "7650-N"]
калмык_NOUN	["100046-N", "139862-N"]
переламывание_NOUN	["107409-N", "107410-N"]
алчевск_NOUN	["123680-N", "145516-N", "242-N"]
мирный_ADJ::разрешение_NOUN::конфликт_NOUN	["1110-N", "124388-N", "148420-N", "1701-N", "7400-N"]
шахтный_ADJ::подъемник_NOUN	["113117-N", "2320-N"]
тысячелетие_NOUN	["125912-N", "2192-N", "6950-N"]
ретроградность_NOUN	["106470-N", "127023-N"]
протрезвление_NOUN	["117855-N", "120955-N"]
безобразник_NOUN	["123397-N", "150507-N"]
рабство_NOUN	["126377-N", "127129-N"]
домино_NOUN	["109383-N", "110281-N"]
национальный_ADJ::-_PUNCT::освободительный_ADJ::борьба_NOUN	["106702-N", "106714-N"]
корж_NOUN	["107282-N", "107284-N"]
граница_NOUN::государство_NOUN	["106582-N", "673-N"]
мочеиспускание_NOUN	["120550-N", "152812-N"]
манту_NOUN	["1062-N", "1063-N", "149151-N"]
мозырь_NOUN	["123680-N", "145516-N", "242-N"]
смрад_NOUN	["106910-N", "153496-N"]
бантик_NOUN	["107478-N", "108802-N", "109346-N"]
ленинград_NOUN	["242-N", "2637-N", "9923-N"]
город_NOUN::мар_NOUN	["151357-N", "242-N", "8247-N"]
малаец_NOUN	["100046-N", "139862-N"]
наезд_NOUN::транспортный_ADJ::средства_NOUN::на_ADP::пешеход_NOUN	["115804-N", "117015-N", "147427-N", "4636-N", "5776-N"]
бостон_NOUN	["108178-N", "108179-N", "124186-N"]
самоцензура_NOUN	["111943-N", "146779-N"]
переброска_NOUN	["106938-N", "111022-N"]
раскачка_NOUN	["106938-N", "111156-N"]
казначейский_ADJ::облигация_NOUN	["144028-N", "4052-N"]
тротуар_NOUN	["153705-N", "4161-N", "4181-N"]
биробиджан_NOUN	["151357-N", "242-N", "8247-N"]
аудитория_NOUN::радиостанция_NOUN	["123528-N", "128453-N"]
кораблино_NOUN	["134530-N", "136898-N"]
догматизм_NOUN::мышление_NOUN	["106470-N", "119563-N"]
работник_NOUN::автотранспортный_ADJ::предприятие_NOUN	["2550-N", "4993-N"]
выписка_NOUN::лекарство_NOUN	["106876-N", "111944-N", "128264-N"]
муть_NOUN::в_ADP::голова_NOUN	["106565-N", "106567-N"]
орленок_NOUN	["107784-N", "107982-N"]
гособлигация_NOUN	["144028-N", "4052-N"]
чувство_NOUN::признательность_NOUN	["106651-N", "143290-N"]
финальный_ADJ::апофеоз_NOUN	["113802-N", "117720-N"]
атония_NOUN::мышца_NOUN	["119423-N", "119425-N"]
доменный_ADJ::печь_NOUN	["3683-N", "468-N"]
полдороги_NOUN	["106515-N", "106757-N"]
безделка_NOUN	["106554-N", "107608-N", "125201-N"]
профлист_NOUN	["111705-N", "124200-N", "6073-N"]
программа_NOUN::телевещание_NOUN	["107151-N", "1376-N"]
гуарани_NOUN	["1338-N", "566-N"]
кетчуп_NOUN	["146209-N", "146314-N"]
гребешок_NOUN	["106553-N", "106554-N", "124975-N", "146825-N"]
живописность_NOUN::вид_NOUN	["114651-N", "115077-N"]
вулканический_ADJ::извержений_NOUN	["107692-N", "114519-N"]
срабатывание_NOUN	["116360-N", "3650-N"]
бокал_NOUN::без_ADP::ножка_NOUN	["107056-N", "126802-N", "126833-N", "154237-N"]
девчонка_NOUN	["140126-N", "152901-N", "2149-N", "613-N", "756-N"]
азиатский_ADJ::часть_NOUN::Россия_NOUN	["100076-N", "7166-N"]
дипломный_ADJ::проект_NOUN	["106686-N", "6338-N"]
защита_NOUN::конкуренция_NOUN	["106713-N", "106714-N"]
ярославский_VERB::область_NOUN::._PUNCT	["2637-N", "2640-N"]
на_ADP::автомат_NOUN	["119343-N", "150306-N"]
элеутерококк_NOUN	["144172-N", "4339-N"]
вентилятор_NOUN	["145136-N", "145968-N", "149201-N", "4870-N"]
румяность_NOUN	["106944-N", "109482-N"]
ядерный_ADJ::энергоисточник_NOUN	["2067-N", "2073-N"]
философия_NOUN::прагматизм_NOUN	["119563-N", "121514-N", "132973-N"]
авиационний_ADJ::-_PUNCT::космический_ADJ::салон_NOUN	["1728-N", "2358-N"]
тигровая_ADJ::расцветка_NOUN	["117547-N", "117548-N", "126448-N"]
засос_NOUN	["106938-N", "115221-N"]
кабельный_ADJ::сооружение_NOUN	["106508-N", "106621-N"]
корыстолюбие_NOUN	["118777-N", "118778-N"]
латвийский_ADJ::столица_NOUN	["151357-N", "242-N", "3208-N"]
выхлопный_ADJ::выброс_NOUN	["108870-N", "110908-N"]
шасси_NOUN	["106553-N", "106555-N"]
костыль_NOUN	["107233-N", "5464-N", "5466-N"]
госпакет_NOUN	["150976-N", "2244-N"]
фундаменталист_NOUN	["127024-N", "153097-N", "4474-N"]
рассылка_NOUN	["107008-N", "119751-N"]
мускатник_NOUN	["121680-N", "124052-N", "144172-N", "988-N"]
начальственность_NOUN	["106775-N", "119261-N"]
эклектизм_NOUN	["115387-N", "118968-N"]
экономический_ADJ::класс_NOUN	["120138-N", "149363-N"]
автомобильный_ADJ::мотор_NOUN	["106555-N", "2100-N", "5951-N"]
незавершать_ADJ::объект_NOUN	["2461-N", "2525-N"]
синьцзян_NOUN	["136737-N", "1541-N"]
шрот_NOUN	["112372-N", "128543-N"]
великодушие_NOUN	["118717-N", "119209-N", "123794-N"]
луковица_NOUN	["127045-N", "132200-N", "133213-N"]
декриминализация_NOUN	["124108-N", "129343-N"]
оптимальность_NOUN	["111216-N", "119148-N"]
туристский_ADJ::лагерь_NOUN	["106560-N", "138167-N"]
плацдарм_NOUN::для_ADP::осуществление_NOUN	["106488-N", "106613-N"]
кардиоклиника_NOUN	["1040-N", "113278-N"]
алтай_NOUN	["100108-N", "5591-N", "5657-N"]
копна_NOUN	["108951-N", "147540-N"]
шарлатанка_NOUN	["110103-N", "134852-N"]
разгадка_NOUN	["106976-N", "107488-N", "113160-N"]
завертывание_NOUN	["110807-N", "115035-N"]
печор_NOUN::в_ADP::псковской_ADJ::область_NOUN	["134530-N", "136894-N"]
поджог_NOUN	["106817-N", "111794-N"]
черешня_NOUN	["107956-N", "144253-N", "144309-N", "988-N"]
дерегуляция_NOUN	["106531-N", "106540-N", "121244-N"]
колодец_NOUN	["491-N", "6106-N", "6489-N"]
теоретический_ADJ::исследование_NOUN	["106686-N", "6338-N"]
гоготанье_NOUN	["106456-N", "106457-N"]
домашний_ADJ::баран_NOUN	["107876-N", "144174-N"]
дергуть_VERB::боль_NOUN	["107281-N", "110237-N", "150230-N", "9528-N"]
позиция_NOUN	["124057-N", "1271-N"]
прокладка_NOUN::маршрут_NOUN	["106495-N", "111625-N"]
саванна_NOUN	["100107-N", "7049-N"]
размах_NOUN	["106515-N", "106757-N"]
краник_NOUN	["109543-N", "142024-N", "142026-N"]
злопамятство_NOUN	["119905-N", "121233-N"]
оппонент_NOUN::на_ADP::защита_NOUN	["21-N", "2551-N"]
цессия_NOUN	["149153-N", "150861-N", "150985-N"]
пробка_NOUN::для_ADP::бутылка_NOUN	["106554-N", "136386-N", "152583-N"]
очарование_NOUN	["106760-N", "151741-N"]
дальнегорск_NOUN	["134530-N", "137781-N"]
колба_NOUN	["107039-N", "126803-N", "136382-N"]
навесной_ADJ::удар_NOUN	["107404-N", "128916-N"]
обои_NOUN	["106536-N", "132393-N", "2036-N", "2037-N", "5793-N", "61-N"]
сердечно_ADV::-сосудистый_ADJ::система_NOUN	["106580-N", "145815-N"]
безвизовый_ADJ::поездка_NOUN	["130447-N", "7094-N"]
заявительный_ADJ::документ_NOUN	["106458-N", "115417-N"]
коляда_NOUN	["107094-N", "110453-N", "148796-N"]
лайнер_NOUN	["128011-N", "129632-N", "144362-N", "212-N", "214-N"]
гонор_NOUN	["106647-N", "117050-N"]
гонор_NOUN	["106774-N", "116804-N", "116806-N", "123616-N", "151498-N"]
горизонт_NOUN	["106514-N", "106582-N", "125571-N"]
мосул_NOUN	["140731-N", "242-N"]
мобилизация_NOUN	["106817-N", "110474-N", "129710-N"]
газ_NOUN::табун_NOUN	["113465-N", "135584-N", "7601-N"]
асфальтирование_NOUN	["144137-N", "4635-N"]
бия_NOUN	["100022-N", "152701-N"]
самосознание_NOUN	["106678-N", "115932-N"]
багет_NOUN	["107309-N", "107401-N"]
выправка_NOUN	["111931-N", "113825-N"]
коломбо_NOUN	["151357-N", "242-N", "3208-N"]
читалка_NOUN	["141981-N", "510-N"]
бурятия_NOUN	["100028-N", "2637-N"]
руда_ADV::железный_ADJ	["106-N", "112641-N", "131271-N", "143683-N", "5932-N"]
загранкомандировка_NOUN	["2661-N", "2663-N"]
якорь_NOUN	["106509-N", "106553-N", "107496-N"]
антиконкурентный_ADJ::практика_NOUN	["142207-N", "558-N", "849-N"]
пустырь_NOUN	["107135-N", "1313-N", "2594-N"]
иллюзионный_ADJ::искусство_NOUN	["4911-N", "7540-N"]
фосфоритований_NOUN::почва_NOUN	["114786-N", "115570-N", "118860-N", "151674-N", "6797-N"]
нарколаборатория_NOUN	["115143-N", "141205-N"]
дистрибутор_NOUN	["112319-N", "142758-N"]
сектор_NOUN::газ_NOUN	["106120-N", "106611-N"]
книга_NOUN::с_ADP::молитва_NOUN	["106508-N", "114052-N", "114322-N", "2372-N", "3790-N"]
релаксация_NOUN	["106629-N", "120955-N"]
садовый_ADJ::участок_NOUN	["107135-N", "1313-N", "2594-N"]
вампир_NOUN	["108384-N", "108385-N"]
народный_ADJ::художник_NOUN	["113185-N", "2720-N", "8848-N"]
левак_NOUN	["6647-N", "6650-N"]
симптоматичность_NOUN	["118165-N", "120158-N"]
солдат_NOUN::легион_NOUN	["807-N", "814-N", "926-N"]
шостка_NOUN	["123680-N", "145516-N", "242-N"]
испанский_ADJ::гранд_NOUN	["110604-N", "3057-N"]
мягкость_NOUN::характер_NOUN	["106769-N", "106924-N"]
кува_NOUN	["123680-N", "145516-N", "242-N"]
саратов_NOUN	["100066-N", "134530-N", "136899-N", "242-N", "8247-N"]
заунывность_NOUN	["111133-N", "116683-N"]
фляга_NOUN	["107039-N", "146197-N", "6103-N"]
воровство_NOUN::невеста_NOUN	["107223-N", "123475-N"]
спринтерша_NOUN	["150555-N", "1626-N"]
питьевой_ADJ::вода_NOUN	["114273-N", "7428-N"]
щитовый_ADJ::реклама_NOUN	["106553-N", "111705-N", "124674-N"]
мадейра_NOUN	["100022-N", "100079-N", "152701-N"]
перефразирование_NOUN	["106631-N", "106844-N"]
шиномонтаж_NOUN	["106699-N", "547-N"]
без_ADP::вариант_NOUN	["106515-N", "132932-N"]
детский_ADJ::театр_NOUN	["134047-N", "152286-N"]
разливка_NOUN	["110720-N", "111042-N"]
город_NOUN::вилково_ADV	["123680-N", "145516-N", "242-N"]
обрезание_NOUN::крайний_ADJ::плоть_NOUN	["107223-N", "7552-N"]
завершенный_VERB::строительный_ADJ::объект_NOUN	["2461-N", "2525-N"]
скалка_NOUN	["111779-N", "134909-N", "147600-N"]
дуплет_NOUN	["147948-N", "2465-N"]
кураторство_NOUN	["118780-N", "3513-N"]
нетленность_NOUN	["114203-N", "124709-N"]
череда_NOUN	["144172-N", "4789-N"]
виндсерфинг_NOUN	["147123-N", "152298-N", "152390-N", "8138-N", "8793-N", "9816-N"]
спирт_NOUN::этиловый_ADJ	["142362-N", "2499-N", "3675-N"]
корректирование_NOUN	["114502-N", "145755-N"]
сумасшедший_ADJ::человек_NOUN	["111236-N", "4846-N"]
круговой_ADJ::порука_NOUN	["106779-N", "116527-N"]
кабан_NOUN	["108007-N", "145215-N", "939-N"]
автомобильный_ADJ::парк_NOUN	["157-N", "168-N"]
мусс_NOUN	["1254-N", "137756-N"]
передислокация_NOUN::часть_NOUN	["130850-N", "137531-N", "154251-N"]
саратовский_ADJ::область_NOUN	["105301-N", "2637-N", "2640-N"]
иностранный_ADJ::работник_NOUN	["2550-N", "2789-N", "6535-N"]
легкоатлетическать_ADJ::дорожка_NOUN	["107510-N", "154699-N"]
ливиец_NOUN	["100046-N", "139862-N"]
зависание_NOUN	["111811-N", "117947-N", "133372-N"]
нерка_NOUN	["4932-N", "6375-N"]
морской_ADJ::карась_NOUN	["153815-N", "502-N", "5060-N"]
персианка_NOUN	["100046-N", "106123-N", "106130-N", "106131-N", "7739-N"]
каторжный_ADJ::работа_NOUN	["142125-N", "1847-N", "2971-N"]
акварельный_ADJ::краска_NOUN	["107459-N", "107460-N", "145829-N"]
больной_ADJ::паранойя_NOUN	["111236-N", "4846-N"]
выпускнать_ADJ::работа_NOUN	["106686-N", "6338-N"]
гайморит_NOUN	["108862-N", "145295-N", "616-N", "9683-N"]
государственный_ADJ::облигация_NOUN	["144028-N", "4052-N"]
франтовство_NOUN	["107325-N", "108856-N", "120282-N", "123938-N"]
писательство_NOUN	["106501-N", "153471-N", "840-N"]
экономический_ADJ::оздоровление_NOUN	["133994-N", "137766-N", "601-N", "833-N"]
дребезг_NOUN	["107093-N", "111730-N"]
устройство_NOUN::коммутация_NOUN	["1320-N", "2562-N"]
защита_NOUN::от_ADP::радиация_NOUN	["106595-N", "106597-N"]
лапка_NOUN	["107717-N", "145242-N", "5841-N"]
крыть_VERB::манеж_NOUN	["2526-N", "9155-N"]
мертвый_ADJ::море_NOUN	["100070-N", "105264-N"]
прага_NOUN	["134362-N", "151357-N", "242-N", "3208-N"]
демаркация_NOUN	["107002-N", "111653-N"]
половина_NOUN::век_NOUN	["106720-N", "106723-N"]
анаша_NOUN	["136851-N", "138009-N", "649-N"]
автор_NOUN::иллюстрация_NOUN	["110919-N", "113185-N"]
чуйский_ADJ::область_NOUN	["100060-N", "2052-N"]
распахивание_NOUN	["329-N", "4536-N"]
руление_NOUN::самолет_NOUN	["106587-N", "111094-N", "111723-N", "135044-N", "7669-N"]
необузданность_NOUN	["118611-N", "125232-N", "150306-N"]
ковшик_NOUN	["107039-N", "111779-N", "2513-N"]
конура_NOUN	["112704-N", "113724-N"]
магазин_NOUN::в_ADP::интернет_NOUN	["1026-N", "130432-N", "133518-N", "147313-N"]
стягивание_NOUN	["106637-N", "114913-N", "119940-N"]
садовод_NOUN	["305-N", "4070-N"]
оздоровительный_ADJ::гимнастика_NOUN	["126894-N", "131150-N", "5648-N"]
квинтет_NOUN	["107667-N", "1447-N", "4235-N"]
серебро_NOUN::на_ADP::олимпийский_ADJ::игра_NOUN	["146575-N", "86-N"]
река_NOUN::бикин_NOUN	["100022-N", "100079-N", "152701-N"]
несчетность_NOUN	["114019-N", "115110-N", "117891-N"]
сварщик_NOUN	["110125-N", "2550-N"]
бытовой_ADJ::жизнь_NOUN	["110242-N", "135458-N", "137358-N"]
канев_NOUN	["123680-N", "145516-N", "242-N"]
истерзанность_NOUN	["118252-N", "120468-N"]
барственность_NOUN	["117048-N", "117050-N"]
толстокожесть_NOUN	["106647-N", "118203-N"]
подлость_NOUN	["106924-N", "119369-N"]
фаст-фуд_NOUN	["141013-N", "4084-N"]
советский_ADJ::перестройка_NOUN	["106629-N", "106785-N", "137303-N", "7936-N"]
просаливание_NOUN	["111435-N", "111436-N", "117826-N"]
северо-западный_ADJ::федеральный_ADJ::округ_NOUN	["134148-N", "134310-N"]
сопредельность_NOUN	["114022-N", "114313-N"]
щит_NOUN::с_ADP::реклама_NOUN	["106553-N", "111705-N", "124674-N"]
материнство_NOUN	["115711-N", "116519-N"]
моздок_NOUN	["123680-N", "145516-N", "242-N"]
книгохранилище_NOUN	["106560-N", "128057-N", "139978-N", "1434-N", "145190-N", "145191-N"]
город_NOUN::бак_NOUN	["137810-N", "151357-N", "242-N", "3208-N"]
фьорд_NOUN	["100111-N", "2412-N"]
худсовет_NOUN	["117041-N", "137657-N"]
подпергамент_NOUN	["116344-N", "126173-N", "141927-N", "2037-N"]
коллектив_NOUN::автор_NOUN	["126483-N", "139946-N", "2253-N", "879-N"]
квартирный_ADJ::кража_NOUN	["125603-N", "136280-N", "4131-N", "7609-N"]
разъем_NOUN	["132868-N", "2070-N"]
посудомоечный_ADJ::машина_NOUN	["146864-N", "147600-N", "2105-N"]
разноснать_ADJ::торговля_NOUN	["1026-N", "1030-N", "150320-N"]
медвежоночек_NOUN	["107807-N", "120974-N", "128320-N"]
снаряжение_NOUN	["111763-N", "112144-N"]
безумец_NOUN	["150507-N", "151599-N"]
пионервожатая_NOUN	["150555-N", "4977-N"]
коробок_NOUN	["107038-N", "107051-N", "107053-N"]
свекровь_NOUN	["132893-N", "141020-N", "144047-N"]
сферичность_NOUN	["106559-N", "123557-N"]
бункеровка_NOUN::суд_NOUN	["139558-N", "184-N"]
педофилия_NOUN	["129134-N", "140604-N", "9070-N"]
нагрудный_ADJ::значок_NOUN	["106554-N", "107309-N", "124568-N", "124603-N", "125412-N", "151773-N"]
хакас_NOUN	["100046-N", "106131-N", "106147-N", "106148-N", "7739-N"]
медицинский_ADJ::лаборатория_NOUN	["1037-N", "6324-N"]
медучилище_NOUN	["143374-N", "1609-N", "1616-N", "2982-N"]
эндоскопия_NOUN	["1062-N", "1063-N", "149151-N"]
трансплантология_NOUN	["1047-N", "1064-N"]
река_NOUN::тобол_NOUN	["100022-N", "100079-N", "152701-N"]
сосенка_NOUN	["121680-N", "144172-N", "2524-N", "988-N"]
колыбель_NOUN::для_ADP::новорожденный_NOUN	["1253-N", "142815-N", "5254-N"]
сверхприбыль_NOUN	["1760-N", "588-N"]
праздный_ADJ::валяние_NOUN	["115155-N", "115786-N"]
компьютерный_ADJ::преступление_NOUN	["637-N", "7334-N"]
расхлябанность_NOUN	["128590-N", "139083-N", "140166-N"]
роялти_NOUN::за_ADP::использование_NOUN::интеллектуальный_ADJ::собственность_NOUN	["121697-N", "566-N"]
конькобежный_ADJ::спорт_NOUN	["152014-N", "9844-N"]
бенефис_NOUN	["108682-N", "112022-N", "1443-N", "144510-N", "3237-N"]
конгресс_NOUN	["144817-N", "2575-N", "3909-N"]
выкипаний_NOUN::жидкость_NOUN	["106951-N", "111097-N", "111110-N"]
атака_NOUN::команда_NOUN	["106504-N", "144387-N"]
книжный_ADJ::дело_NOUN	["1359-N", "144051-N"]
собака_NOUN::порода_NOUN::немецкий_ADJ::овчарка_NOUN	["107746-N", "143352-N", "5906-N"]
картофель_NOUN	["148896-N", "348-N"]
засекречиваний_NOUN::сведение_NOUN	["110437-N", "118765-N"]
усач_NOUN	["107768-N", "4609-N"]
фисташковый_ADJ::дерево_NOUN	["4339-N", "6104-N", "988-N"]
непризнание_NOUN::вина_NOUN	["107137-N", "117017-N", "149453-N"]
дописка_NOUN	["111668-N", "111983-N"]
откос_NOUN::от_ADP::армия_NOUN	["8282-N", "9438-N"]
кавказский_ADJ::минеральный_ADJ::вода_NOUN	["1057-N", "152435-N"]
нормотворческий_ADJ::деятельность_NOUN	["6646-N", "7194-N"]
церковно-приходский_ADJ::школа_NOUN	["122-N", "123-N"]
кабачок_NOUN	["106554-N", "107871-N"]
рекультивация_NOUN::земля_NOUN	["4167-N", "4168-N"]
переквалификация_NOUN::преступление_NOUN	["117440-N", "118736-N", "145795-N"]
яблочный_ADJ::спас_NOUN	["112880-N", "112881-N"]
шацк_NOUN	["134530-N", "136898-N"]
углегорск_NOUN::сахалинский_ADJ::область_NOUN	["134530-N", "136903-N"]
лесной_ADJ::семеноводство_NOUN	["322-N", "325-N"]
развалина_NOUN	["106567-N", "119945-N", "119946-N"]
марийский_ADJ::язык_NOUN	["148133-N", "148163-N"]
водолазка_NOUN	["108882-N", "132389-N"]
