word	synsets
бомбардировать_VERB	["111022-V", "113769-V"]
бомбить_VERB	["118698-V", "1664-V", "4547-V"]
бомбить_VERB	["111022-V", "113769-V"]
бороздить_VERB	["115882-V", "134184-V"]
бороздить_VERB	["106501-V", "4536-V", "4996-V"]
боронить_VERB	["115182-V", "115184-V", "151674-V"]
бороновать_VERB	["115182-V", "115184-V", "151674-V"]
бороться::с::коррозией_VERB	["110437-V", "111437-V", "140492-V"]
бороться::с::коррозией_VERB	["106713-V", "106714-V"]
бороться::с::огнем_VERB	["106817-V", "113648-V"]
бороться::с::огнем_VERB	["120406-V", "6444-V"]
бороться::с::огнем_VERB	["118698-V"]
бороться::с::пожаром_VERB	["106817-V", "113648-V"]
бороться::с::пожаром_VERB	["120406-V", "6444-V"]
бороться::с::пожаром_VERB	["118698-V"]
браковать_VERB	["115033-V", "127161-V", "149274-V", "151609-V"]
браковать::продукцию_VERB	["115033-V", "127161-V", "149274-V", "151609-V"]
браниться_VERB	["106504-V", "107214-V", "107328-V"]
браниться_VERB	["107190-V", "107191-V"]
брать::взятки_VERB	["106818-V", "106935-V", "142493-V"]
брать::взятки_VERB	["107592-V", "647-V", "660-V"]
брать::взятки_VERB	["116296-V", "116303-V"]
брать::пример_VERB	["106504-V", "118433-V", "145869-V"]
брать::пробы_VERB	["106695-V", "106697-V"]
брать::пробы_VERB	["116296-V", "121187-V", "124274-V"]
брать::сторону_VERB	["106472-V", "112905-V"]
брезжить_VERB	["113004-V", "113005-V"]
брезжить_VERB	["110416-V", "125450-V"]
брезжиться_VERB	["113004-V", "113005-V"]
брезжиться_VERB	["110416-V", "125450-V"]
брехать_VERB	["107093-V", "114103-V"]
брить_VERB	["107412-V", "110832-V", "112080-V", "112810-V"]
брить_VERB	["118698-V"]
бриться_VERB	["107412-V", "110832-V", "112080-V", "112810-V"]
бриться_VERB	["118698-V"]
бронировать_VERB	["110437-V", "116979-V"]
бронировать_VERB	["120410-V", "125460-V"]
бронировать_VERB	["107325-V", "107326-V", "146751-V"]
бросать::деньги::на::ветер_VERB	["106715-V", "117589-V", "147852-V", "154007-V"]
бросать::друг::в::друга_VERB	["106938-V", "111022-V"]
бросать::друг::другу_VERB	["106938-V", "111022-V"]
бросаться_VERB	["106938-V", "111022-V"]
бросаться_VERB	["117047-V", "123920-V"]
бросаться::деньгами_VERB	["106715-V", "117589-V", "147852-V", "154007-V"]
бросить::внутрь_VERB	["106938-V", "111022-V"]
бросить::друг::другу_VERB	["106938-V", "111022-V"]
брыкаться_VERB	["106702-V", "119293-V"]
брыкаться_VERB	["106882-V", "114426-V", "120576-V"]
брюзжать_VERB	["106876-V", "107094-V", "108868-V", "113841-V"]
бубнить_VERB	["106648-V", "107094-V", "108868-V"]
бузить_VERB	["106504-V", "107214-V", "107328-V", "111611-V", "121086-V", "126002-V", "130564-V"]
бузить_VERB	["106548-V", "119595-V", "122242-V", "125197-V"]
буксовать_VERB	["106587-V", "111190-V"]
буксовать_VERB	["106615-V", "111846-V", "115170-V"]
бункеровать_VERB	["110751-V", "112355-V"]
бункеровать_VERB	["106501-V"]
бунтовать_VERB	["106877-V", "106880-V", "106977-V"]
бунтовать_VERB	["106882-V", "123492-V"]
буравить_VERB	["106493-V", "111853-V"]
буравить::взглядом_VERB	["106903-V", "125740-V"]
буравить::глазами_VERB	["106903-V", "125740-V"]
бурить_VERB	["106493-V", "111853-V"]
бурить::скважины_VERB	["106493-V", "111853-V"]
бухать_VERB	["107093-V", "114103-V"]
бухать_VERB	["115116-V", "117948-V"]
бухать_VERB	["106932-V", "117709-V"]
бухнуть_VERB	["107093-V", "114103-V"]
бухнуть_VERB	["115116-V", "117948-V"]
буянить_VERB	["106504-V", "107214-V", "107328-V", "111611-V", "121086-V", "126002-V", "130564-V"]
буянить_VERB	["106548-V", "119595-V", "122242-V", "125197-V"]
бычиться_VERB	["117094-V", "117735-V"]
бюрократизировать_VERB	["106636-V", "128611-V"]
в::глазах::кружится_VERB	["120955-V", "120956-V", "155113-V", "3406-V"]
в::глазах::кружится_VERB	["106565-V"]
в::голове::кружится_VERB	["120955-V", "120956-V", "155113-V", "3406-V"]
в::голове::кружится_VERB	["106565-V"]
в::жертву::приноситься_VERB	["107137-V", "127161-V"]
вакцинировать_VERB	["106595-V", "106597-V"]
вакцинировать_VERB	["114041-V", "7514-V"]
вакцинировать_VERB	["106698-V", "111189-V"]
вакцинировать_VERB	["106501-V"]
валил::густой::дым_VERB	["130988-V", "152470-V"]
валил::дым_VERB	["130988-V", "152470-V"]
валить_VERB	["125871-V", "125872-V"]
валить_VERB	["106501-V", "991-V"]
валить_VERB	["106938-V", "111030-V"]
валить_VERB	["130988-V", "152470-V"]
валить::лес_VERB	["125871-V", "125872-V"]
валить::лес_VERB	["106501-V", "991-V"]
валить::лес_VERB	["106938-V", "111030-V"]
валить::с::больной::головы::на::здоровую_VERB	["117915-V", "129792-V", "129793-V"]
валить::с::ног_VERB	["106698-V", "106817-V", "106938-V", "111030-V", "151864-V"]
валять_VERB	["112535-V", "127466-V"]
валять::ваньку_VERB	["106504-V", "119594-V", "126589-V"]
валять::ваньку_VERB	["107094-V", "115256-V"]
валять::дурака_VERB	["106504-V", "119594-V", "126589-V"]
валять::дурака_VERB	["107094-V", "115256-V"]
валять::из::шерсти_VERB	["112535-V", "127466-V"]
варить::на::пару_VERB	["106534-V", "109109-V"]
варить::самогон_VERB	["115248-V", "150138-V"]
варить::самогон_VERB	["106534-V", "112139-V", "113755-V"]
вбивать::клин_VERB	["106698-V", "106699-V", "111191-V", "113612-V", "115394-V"]
вбить::клин_VERB	["106698-V", "106699-V", "111191-V", "113612-V", "115394-V"]
вбрасывать_VERB	["106938-V", "111022-V"]
вбросить_VERB	["106938-V", "111022-V"]
вбухать_VERB	["106698-V", "116654-V"]
вбухать_VERB	["110719-V", "110720-V", "110751-V"]
вбухнуть_VERB	["106698-V", "116654-V"]
вбухнуть_VERB	["110719-V", "110720-V", "110751-V"]
ввезти::в::российскую::федерацию_VERB	["115355-V", "115672-V"]
ввезти::в::российскую::федерацию_VERB	["1026-V", "106501-V", "144027-V", "148420-V"]
вверить_VERB	["106866-V", "116820-V", "121095-V"]
ввериться_VERB	["106457-V", "118698-V"]
ввериться_VERB	["117975-V", "117976-V"]
вверять_VERB	["106866-V", "116820-V", "121095-V"]
вверяться_VERB	["106457-V", "118698-V"]
вверяться_VERB	["117975-V", "117976-V"]
ввести_VERB	["115672-V", "115694-V", "116398-V"]
ввести::внутрь_VERB	["115672-V", "115694-V", "116398-V"]
ввести::новшество_VERB	["131211-V", "133917-V"]
вводить_VERB	["115672-V", "115694-V", "116398-V"]
вводить::внутрь_VERB	["115672-V", "115694-V", "116398-V"]
вводить::новшество_VERB	["131211-V", "133917-V"]
вгонять_VERB	["115246-V", "115287-V"]
вгрызаться_VERB	["115593-V", "115712-V"]
вгрызться_VERB	["115593-V", "115712-V"]
вгрызться::зубами_VERB	["115593-V", "115712-V"]
вдаваться_VERB	["106886-V", "107604-V"]
вдаваться_VERB	["106533-V", "131342-V", "131616-V"]
вдаваться_VERB	["120667-V", "123461-V"]
вдаваться::в::подробности_VERB	["106886-V", "107604-V"]
вдаваться::в::подробности_VERB	["106533-V", "131342-V", "131616-V"]
вдаваться::в::подробности_VERB	["120667-V", "123461-V"]
вдаваться::в::рассуждения_VERB	["106886-V", "107604-V"]
вдаваться::в::рассуждения_VERB	["106533-V", "131342-V", "131616-V"]
вдаваться::в::рассуждения_VERB	["120667-V", "123461-V"]
вдаться_VERB	["106886-V", "107604-V"]
вдаться_VERB	["106533-V", "131342-V", "131616-V"]
вдаться_VERB	["120667-V", "123461-V"]
вдаться::в::рассуждения_VERB	["106886-V", "107604-V"]
вдаться::в::рассуждения_VERB	["106533-V", "131342-V", "131616-V"]
вдаться::в::рассуждения_VERB	["120667-V", "123461-V"]
вдохновить_VERB	["115103-V", "115104-V"]
вдохновиться_VERB	["106565-V", "107253-V", "123840-V", "148270-V"]
вдохновлять_VERB	["115103-V", "115104-V"]
вдохновляться_VERB	["106565-V", "107253-V", "123840-V", "148270-V"]
вдохнуть::жизнь_VERB	["110474-V", "121499-V"]
вдохнуть::новую::жизнь_VERB	["110474-V", "121499-V"]
вентилировать_VERB	["110751-V", "112275-V"]
венчать::на::престол_VERB	["106501-V", "114045-V", "124799-V", "125698-V", "129735-V"]
венчать::на::царство_VERB	["106501-V", "114045-V", "124799-V", "125698-V", "129735-V"]
венчаться::на::престол_VERB	["106501-V", "114045-V", "124799-V", "125698-V", "129735-V"]
вербовать_VERB	["106818-V", "124129-V", "6521-V"]
вербовать_VERB	["106501-V", "142340-V", "2602-V"]
вербовать::агентов_VERB	["106818-V", "124129-V", "6521-V"]
вербовать::агентов_VERB	["106501-V", "142340-V", "2602-V"]
вербовать::агентуру_VERB	["106818-V", "124129-V", "6521-V"]
вербовать::агентуру_VERB	["106501-V", "142340-V", "2602-V"]
веревки::вить_VERB	["106607-V", "123507-V"]
вернуть_VERB	["118594-V", "149898-V"]
вернуть_VERB	["114501-V", "115880-V", "120812-V"]
вернуть::зрение_VERB	["106631-V", "111954-V", "129710-V"]
вернуть::к::жизни_VERB	["106817-V", "110474-V", "129710-V"]
вернуть::мысли_VERB	["118594-V", "149898-V"]
вернуть::мысли_VERB	["114501-V", "115880-V", "120812-V"]
верстать_VERB	["110447-V", "114107-V", "114108-V"]
верстать_VERB	["106585-V", "106698-V"]
вертеть_VERB	["106607-V", "123507-V"]
вертеть_VERB	["106631-V", "106888-V", "106938-V"]
вертеть::из::стороны::в::сторону_VERB	["106631-V", "106888-V", "106938-V"]
вертеть::хвостом_VERB	["106648-V", "123562-V"]
вертеться_VERB	["107599-V", "129748-V", "129749-V"]
вертеться_VERB	["118499-V", "141399-V"]
вертеться::вокруг::темы_VERB	["107599-V", "129748-V", "129749-V"]
вертеться::вокруг::темы_VERB	["118499-V", "141399-V"]
верховодить_VERB	["106607-V", "123507-V"]
вершить_VERB	["106607-V", "123507-V"]
вести_VERB	["107470-V", "152910-V"]
вести_VERB	["106607-V", "145757-V"]
вести::агитацию_VERB	["106972-V", "116816-V"]
вести::агитацию_VERB	["106542-V", "119127-V", "1885-V"]
вести::агитацию_VERB	["106501-V"]
вести::дебаты_VERB	["106800-V", "106830-V", "106961-V", "118966-V", "148420-V"]
вести::дискуссию_VERB	["106800-V", "106830-V", "106961-V", "118966-V", "148420-V"]
вести::за::собой_VERB	["107470-V", "152910-V"]
вести::за::собой_VERB	["106607-V", "145757-V"]
вести::интригу_VERB	["106548-V", "110479-V"]
вести::интригу_VERB	["106504-V", "111260-V", "118698-V"]
вести::корреспонденцию_VERB	["106648-V", "148420-V"]
вести::корреспонденцию_VERB	["107007-V", "107008-V"]
вести::переписку_VERB	["106648-V", "148420-V"]
вести::переписку_VERB	["107007-V", "107008-V"]
вести::полемику_VERB	["106800-V", "106830-V", "106961-V", "118966-V", "148420-V"]
вести::сев_VERB	["112737-V", "112813-V", "112815-V"]
вести::сев_VERB	["106497-V", "106501-V", "106534-V", "4996-V"]
вешаться_VERB	["111386-V", "142541-V", "7314-V"]
вешаться_VERB	["130453-V", "150294-V"]
вещать_VERB	["106707-V", "106858-V", "117032-V"]
вещать_VERB	["106876-V", "107094-V"]
веять_VERB	["106534-V", "106631-V", "117035-V"]
веять_VERB	["107417-V", "112139-V"]
веять_VERB	["106501-V"]
веять_VERB	["111157-V", "115099-V"]
веять::зерно_VERB	["106534-V", "106631-V", "117035-V"]
веять::зерно_VERB	["107417-V", "112139-V"]
веять::зерно_VERB	["106501-V"]
взбалтывать_VERB	["111680-V", "112819-V", "117692-V"]
взбалтывать_VERB	["107404-V", "125601-V"]
взбеленить_VERB	["115820-V", "117994-V"]
взбелениться_VERB	["117673-V", "120973-V"]
взбесить_VERB	["115820-V", "117994-V"]
взбеситься_VERB	["117673-V", "120973-V"]
взболтать_VERB	["111680-V", "112819-V", "117692-V"]
взболтать_VERB	["107404-V", "125601-V"]
взболтнуть_VERB	["111680-V", "112819-V", "117692-V"]
взболтнуть_VERB	["107404-V", "125601-V"]
взбороздить_VERB	["115882-V", "134184-V"]
взбороздить_VERB	["106501-V", "4536-V", "4996-V"]
взборонить_VERB	["115182-V", "115184-V", "151674-V"]
взбороновать_VERB	["115182-V", "115184-V", "151674-V"]
взбрыкивать_VERB	["106702-V", "119293-V"]
взбрыкивать_VERB	["106882-V", "114426-V", "120576-V"]
взбрыкнуть_VERB	["106702-V", "119293-V"]
взбрыкнуть_VERB	["106882-V", "114426-V", "120576-V"]
взбунтоваться_VERB	["106877-V", "106880-V", "106977-V"]
взбунтоваться_VERB	["106882-V", "123492-V"]
взваливать_VERB	["106938-V", "108821-V"]
взваливать_VERB	["111427-V", "117479-V"]
взваливать_VERB	["118200-V", "137783-V"]
взваливать_VERB	["106884-V", "129792-V"]
взваливать::ответственность_VERB	["118200-V", "137783-V"]
взваливать::ответственность_VERB	["106884-V", "129792-V"]
взвалить_VERB	["106938-V", "108821-V"]
взвалить_VERB	["111427-V", "117479-V"]
взвалить_VERB	["118200-V", "137783-V"]
взвалить_VERB	["106884-V", "129792-V"]
взвалить::ответственность_VERB	["118200-V", "137783-V"]
взвалить::ответственность_VERB	["106884-V", "129792-V"]
взвесить::заново_VERB	["106504-V", "107602-V", "110447-V"]
взвесить::заново_VERB	["110409-V", "3649-V"]
взвести_VERB	["106631-V", "117035-V", "119669-V"]
взвести::курок_VERB	["106631-V", "117035-V", "119669-V"]
взвешивать::повторно_VERB	["106504-V", "107602-V", "110447-V"]
взвешивать::повторно_VERB	["110409-V", "3649-V"]
взвинтить_VERB	["115104-V", "129710-V"]
взвинтить_VERB	["114934-V", "149898-V"]
взвинтить_VERB	["106640-V", "110888-V"]
взвинтить::величину_VERB	["106640-V", "110888-V"]
взвинтить::нервы_VERB	["115104-V", "129710-V"]
взвинтить::нервы_VERB	["114934-V", "149898-V"]
взвинчивать_VERB	["115104-V", "129710-V"]
взвинчивать_VERB	["114934-V", "149898-V"]
взвинчивать_VERB	["106640-V", "110888-V"]
взвинчивать::нервы_VERB	["115104-V", "129710-V"]
взвинчивать::нервы_VERB	["114934-V", "149898-V"]
взводить_VERB	["106631-V", "117035-V", "119669-V"]
взводить::курок_VERB	["106631-V", "117035-V", "119669-V"]
взвывать_VERB	["107093-V", "107252-V"]
взвыть_VERB	["107093-V", "107252-V"]
взглянуть_VERB	["115033-V", "134873-V"]
взойти_VERB	["111329-V", "116189-V", "120904-V"]
взорвать::на::себе_VERB	["139354-V", "151440-V", "3758-V"]
взорвать::обстановку_VERB	["106636-V", "133086-V"]
взорвать::обстановку_VERB	["106817-V", "110474-V", "129710-V"]
взорвать::себя_VERB	["139354-V", "151440-V", "3758-V"]
взорвать::ситуацию_VERB	["106636-V", "133086-V"]
взорвать::ситуацию_VERB	["106817-V", "110474-V", "129710-V"]
взорваться::аплодисментами_VERB	["106878-V", "115039-V", "115043-V"]
взорваться::хохотом_VERB	["107093-V", "114089-V"]
взорваться::хохотом_VERB	["106456-V", "124590-V"]
взреветь_VERB	["107093-V", "114103-V"]
взрывать_VERB	["115182-V", "115184-V", "151674-V"]
взрывать_VERB	["106772-V", "111791-V", "112004-V"]
взрывать::обстановку_VERB	["106636-V", "133086-V"]
взрывать::обстановку_VERB	["106817-V", "110474-V", "129710-V"]
взрывать::ситуацию_VERB	["106636-V", "133086-V"]
взрывать::ситуацию_VERB	["106817-V", "110474-V", "129710-V"]
взрываться::аплодисментами_VERB	["106878-V", "115039-V", "115043-V"]
взрываться::хохотом_VERB	["107093-V", "114089-V"]
взрываться::хохотом_VERB	["106456-V", "124590-V"]
взрыть_VERB	["115182-V", "115184-V", "151674-V"]
взрыть_VERB	["106772-V", "111791-V", "112004-V"]
взъярить_VERB	["115820-V", "117994-V"]
взъяриться_VERB	["117673-V", "120973-V"]
взъяряться_VERB	["117673-V", "120973-V"]
взять::пробы_VERB	["106695-V", "106697-V"]
взять::пробы_VERB	["116296-V", "121187-V", "124274-V"]
взять::самоотвод_VERB	["107137-V", "127161-V", "147043-V"]
взять::сторону_VERB	["106472-V", "112905-V"]
взять::фальшивую::ноту_VERB	["106504-V", "115751-V"]
взять::фальшивую::ноту_VERB	["110440-V", "110447-V"]
взяться::за::перо_VERB	["106501-V", "840-V"]
взяться::за::перо_VERB	["107009-V", "107668-V"]
видеть_VERB	["106883-V", "106884-V"]
видеть_VERB	["117371-V", "120812-V"]
видеть_VERB	["106678-V", "115932-V"]
видеть::невооруженным::глазом_VERB	["106915-V", "111002-V"]
визировать_VERB	["106877-V", "106878-V", "107138-V"]
визировать_VERB	["111561-V", "111985-V"]
визировать::документ_VERB	["106877-V", "106878-V", "107138-V"]
визировать::документ_VERB	["111561-V", "111985-V"]
вильнуть_VERB	["111147-V", "111156-V"]
вильнуть::в::сторону_VERB	["111147-V", "111156-V"]
вильнуть::из::стороны::в::сторону_VERB	["111147-V", "111156-V"]
вилять_VERB	["111147-V", "111156-V"]
вилять_VERB	["117017-V", "117765-V"]
вилять_VERB	["106504-V", "107318-V", "120570-V"]
вилять_VERB	["106614-V", "106631-V", "106889-V", "145755-V"]
вилять::на::дороге_VERB	["106614-V", "106631-V", "106889-V", "145755-V"]
вилять::по::дороге_VERB	["106614-V", "106631-V", "106889-V", "145755-V"]
висеть::в::петле_VERB	["111386-V", "142541-V", "7314-V"]
висеть::в::петле_VERB	["130453-V", "150294-V"]
висеть::на::шее_VERB	["118200-V", "137783-V"]
витаминизировать_VERB	["111983-V", "115570-V", "139819-V"]
витать_VERB	["139811-V", "1885-V"]
витать::в::воздухе_VERB	["139811-V", "1885-V"]
вить_VERB	["106495-V", "106557-V", "111466-V"]
вить::веревки_VERB	["106607-V", "123507-V"]
вкатиться_VERB	["111094-V", "111845-V", "115713-V"]
вкатиться::внутрь_VERB	["111094-V", "111845-V", "115713-V"]
вкатываться_VERB	["111094-V", "111845-V", "115713-V"]
вкидывать_VERB	["106938-V", "111022-V"]
вкинуть_VERB	["106938-V", "111022-V"]
вкладывать_VERB	["106631-V", "110751-V"]
вклинивать_VERB	["106698-V", "106699-V", "111191-V", "113612-V", "115394-V"]
вклинить_VERB	["106698-V", "106699-V", "111191-V", "113612-V", "115394-V"]
включать_VERB	["106631-V", "110751-V"]
включать::печатный::станок_VERB	["106495-V", "118698-V", "1990-V"]
включить_VERB	["106631-V", "110751-V"]
включить::печатный::станок_VERB	["106495-V", "118698-V", "1990-V"]
вкоренить_VERB	["125640-V", "125642-V", "131211-V"]
вкоренять_VERB	["125640-V", "125642-V", "131211-V"]
вкрадываться::в::доверие_VERB	["115441-V", "149898-V"]
вкрасться::в::доверие_VERB	["115441-V", "149898-V"]
владеть::собой_VERB	["106898-V", "115932-V", "128925-V"]
владеть::собой_VERB	["106695-V", "3513-V"]
владеть::собой_VERB	["118038-V", "130062-V"]
вламываться_VERB	["111845-V", "113962-V"]
влепить_VERB	["111191-V", "113612-V", "115394-V"]
влеплять_VERB	["111191-V", "113612-V", "115394-V"]
влетать_VERB	["111094-V", "111845-V", "113962-V", "115713-V", "117432-V"]
влететь_VERB	["111094-V", "111845-V", "113962-V", "115713-V", "117432-V"]
вливать_VERB	["110809-V", "114726-V", "130936-V"]
вливать_VERB	["115486-V", "125641-V"]
вливать::в::вену_VERB	["114568-V", "117067-V", "9444-V"]
вливать::в::ряды_VERB	["110809-V", "114726-V", "130936-V"]
вливать::в::ряды_VERB	["115486-V", "125641-V"]
вливать::в::состав_VERB	["110809-V", "114726-V", "130936-V"]
вливать::в::состав_VERB	["115486-V", "125641-V"]
вливаться_VERB	["110809-V", "114726-V", "130936-V"]
вливаться_VERB	["115489-V", "115624-V"]
вливаться::в::ряды_VERB	["110809-V", "114726-V", "130936-V"]
вливаться::в::ряды_VERB	["115489-V", "115624-V"]
вливаться::в::состав_VERB	["110809-V", "114726-V", "130936-V"]
вливаться::в::состав_VERB	["115489-V", "115624-V"]
влить_VERB	["110809-V", "114726-V", "130936-V"]
влить_VERB	["115486-V", "125641-V"]
влить::в::вену_VERB	["114568-V", "117067-V", "9444-V"]
влить::в::ряды_VERB	["110809-V", "114726-V", "130936-V"]
влить::в::ряды_VERB	["115486-V", "125641-V"]
